下料批次号,零件名,面料号,零件外轮廓线坐标
L0002,s000059,2,"[[15233.0,1476.0],[15223.0,1474.1],[15212.300000000003,1472.3],[15204.099999999999,1471.2],[15195.900000000001,1470.2],[15183.400000000001,1468.9],[15170.800000000003,1468.0],[15158.900000000001,1467.6],[15146.800000000003,1467.5],[15138.099999999999,1467.4],[15129.300000000003,1467.5],[15120.599999999999,1467.7],[15111.800000000003,1468.0],[15086.599999999999,1469.1],[15085.300000000003,1469.2],[15066.300000000003,1470.2],[15058.199999999997,1470.6],[15041.900000000001,1471.5],[15021.900000000001,1472.6],[15001.699999999997,1473.8],[14960.900000000001,1475.9],[14942.5,1476.7],[14924.199999999997,1477.4],[14889.599999999999,1478.8],[14863.599999999999,1479.8],[14858.400000000001,1479.9],[14853.099999999999,1480.0],[14847.800000000003,1480.1],[14831.900000000001,1480.1],[14826.699999999997,1480.0],[14821.800000000003,1480.0],[14817.300000000003,1479.9],[14813.300000000003,1479.8],[14813.099999999999,1468.4],[14813.0,1457.3],[14812.800000000003,1446.5],[14812.699999999997,1435.7],[14812.5,1422.4],[14812.300000000003,1409.0],[14812.0,1381.9],[14811.900000000001,1353.5],[14811.800000000003,1339.4],[14811.800000000003,1325.4],[14816.5,1325.2],[14821.300000000003,1325.0],[14831.300000000003,1324.7],[14841.599999999999,1324.4],[14851.800000000003,1324.4],[14866.099999999999,1324.7],[14880.199999999997,1325.3],[14902.900000000001,1326.2],[14911.300000000003,1326.5],[14928.699999999997,1327.2],[14955.099999999999,1328.5],[14972.5,1329.6],[14988.400000000001,1330.6],[15003.800000000003,1331.7],[15018.599999999999,1332.8],[15033.0,1334.1],[15047.0,1335.4],[15061.099999999999,1336.9],[15084.699999999997,1339.5],[15105.199999999997,1341.9],[15138.599999999999,1345.9],[15160.599999999999,1348.3],[15169.199999999997,1349.2],[15182.900000000001,1350.4],[15196.599999999999,1351.5],[15203.800000000003,1352.1],[15219.199999999997,1353.4],[15244.199999999997,1355.5],[15264.599999999999,1357.2],[15285.0,1359.0],[15291.599999999999,1359.6],[15298.400000000001,1360.3],[15304.599999999999,1360.8],[15310.699999999997,1361.4],[15316.699999999997,1362.0],[15319.5,1362.3],[15322.099999999999,1362.5],[15322.0,1364.3],[15321.800000000003,1366.3],[15321.599999999999,1368.5],[15321.300000000003,1370.6],[15321.0,1372.7],[15320.699999999997,1374.8],[15320.400000000001,1376.6],[15319.900000000001,1379.6],[15319.599999999999,1382.1],[15319.199999999997,1384.1],[15319.0,1386.1],[15318.699999999997,1387.9],[15318.400000000001,1391.4],[15318.0,1394.7],[15317.800000000003,1398.7],[15317.5,1402.7],[15317.400000000001,1404.7],[15317.400000000001,1411.0],[15317.800000000003,1417.5],[15318.099999999999,1420.5],[15318.5,1423.6],[15319.199999999997,1427.1],[15319.900000000001,1430.5],[15320.800000000003,1433.8],[15321.800000000003,1437.0],[15323.099999999999,1440.3],[15324.400000000001,1443.5],[15325.800000000003,1446.4],[15327.300000000003,1449.1],[15328.900000000001,1451.6],[15330.400000000001,1453.8],[15332.199999999997,1456.1],[15334.0,1458.4],[15335.900000000001,1460.5],[15338.199999999997,1462.7],[15340.0,1464.4],[15340.599999999999,1464.9],[15343.300000000003,1467.4],[15347.599999999999,1471.1],[15349.900000000001,1473.0],[15352.0,1474.7],[15354.099999999999,1476.3],[15358.199999999997,1479.1],[15362.599999999999,1481.6],[15365.900000000001,1483.3],[15369.199999999997,1484.8],[15372.400000000001,1486.2],[15375.5,1487.5],[15378.800000000003,1488.9],[15380.5,1489.6],[15382.5,1490.5],[15380.800000000003,1502.3],[15375.599999999999,1501.6],[15370.199999999997,1500.8],[15359.5,1499.2],[15340.699999999997,1496.5],[15329.599999999999,1494.7],[15317.699999999997,1492.6],[15305.800000000003,1490.5],[15288.800000000003,1487.2],[15271.900000000001,1483.8],[15255.0,1480.4],[15233.699999999997,1476.1],[15233.0,1476.0]]"
L0002,s000060,2,"[[4174.0,356.0],[4174.0,396.0],[3874.0,396.0],[3874.0,356.0],[4174.0,356.0]]"
L0002,s000061,2,"[[1090.0,1073.0],[1090.0,1113.0],[890.0,1113.0],[890.0,1073.0],[1090.0,1073.0]]"
L0002,s000062,2,"[[10497.0,969.0],[10489.400000000001,968.9000000000001],[10481.800000000003,968.9000000000001],[10471.5,968.8],[10415.5,968.8],[10411.199999999997,968.9000000000001],[10403.400000000001,968.9000000000001],[10396.099999999999,1010.4000000000001],[10145.900000000001,1010.4000000000001],[10145.800000000003,953.9000000000001],[10145.800000000003,763.4000000000001],[10156.0,762.7],[10166.099999999999,762.0999999999999],[10175.900000000001,761.7],[10185.800000000003,761.5],[10197.199999999997,761.7],[10208.800000000003,762.2],[10220.400000000001,762.8],[10232.0,763.5999999999999],[10278.400000000001,766.2],[10320.599999999999,768.8],[10362.699999999997,771.5999999999999],[10400.099999999999,774.0999999999999],[10418.800000000003,775.4000000000001],[10419.699999999997,775.4000000000001],[10433.900000000001,776.3],[10449.0,777.0999999999999],[10463.300000000003,777.5],[10477.599999999999,777.8],[10488.099999999999,777.9000000000001],[10498.599999999999,777.8],[10512.0,777.3],[10525.400000000001,776.4000000000001],[10535.699999999997,775.3],[10545.900000000001,773.9000000000001],[10565.400000000001,770.9000000000001],[10566.300000000003,770.7],[10584.900000000001,767.3],[10600.699999999997,763.9000000000001],[10614.300000000003,761.0],[10627.900000000001,757.9000000000001],[10642.300000000003,754.3],[10654.199999999997,751.3],[10666.099999999999,748.0999999999999],[10678.199999999997,744.8],[10687.300000000003,742.4000000000001],[10696.5,739.9000000000001],[10705.300000000003,737.5],[10709.599999999999,736.4000000000001],[10713.699999999997,735.3],[10716.599999999999,746.4000000000001],[10723.5,746.5999999999999],[10730.300000000003,746.8],[10745.900000000001,746.8],[10753.0,746.7],[10758.400000000001,746.5999999999999],[10760.099999999999,746.5],[10767.599999999999,746.2],[10776.099999999999,745.8],[10784.5,745.2],[10795.300000000003,744.3],[10806.0,742.9000000000001],[10816.199999999997,741.3],[10826.300000000003,739.3],[10837.800000000003,736.7],[10843.400000000001,735.3],[10849.0,733.9000000000001],[10850.300000000003,737.0999999999999],[10851.599999999999,740.2],[10854.0,746.0],[10856.300000000003,751.5999999999999],[10858.699999999997,757.0999999999999],[10862.300000000003,765.4000000000001],[10863.300000000003,767.8],[10866.0,773.9000000000001],[10873.699999999997,791.0],[10879.900000000001,804.8],[10884.5,814.4000000000001],[10889.199999999997,824.0],[10898.800000000003,843.2],[10902.699999999997,851.0],[10903.400000000001,852.5],[10906.599999999999,858.9000000000001],[10909.699999999997,865.2],[10912.800000000003,871.4000000000001],[10915.800000000003,877.4000000000001],[10918.699999999997,883.0],[10916.199999999997,885.9000000000001],[10913.699999999997,888.9000000000001],[10911.699999999997,891.5],[10910.0,894.2],[10908.300000000003,897.3],[10906.800000000003,900.5],[10905.300000000003,903.9000000000001],[10904.099999999999,907.5],[10902.800000000003,911.5999999999999],[10901.800000000003,915.8],[10900.800000000003,920.8],[10900.099999999999,925.9000000000001],[10899.599999999999,931.9000000000001],[10899.300000000003,937.8],[10899.099999999999,946.8],[10899.0,955.9000000000001],[10898.900000000001,962.7],[10898.900000000001,967.0],[10898.800000000003,972.5],[10898.699999999997,977.8],[10894.900000000001,977.8],[10890.5,977.9000000000001],[10886.0,977.9000000000001],[10881.400000000001,978.0],[10878.300000000003,978.0999999999999],[10875.199999999997,978.2],[10864.800000000003,978.4000000000001],[10850.099999999999,978.7],[10835.199999999997,978.9000000000001],[10824.0,979.0],[10812.699999999997,979.0999999999999],[10790.699999999997,979.4000000000001],[10767.400000000001,979.3],[10747.699999999997,979.0],[10719.900000000001,978.2],[10696.199999999997,977.4000000000001],[10672.900000000001,976.4000000000001],[10649.5,975.2],[10626.400000000001,974.0],[10603.199999999997,972.5999999999999],[10567.300000000003,970.7],[10549.5,970.0],[10531.5,969.4000000000001],[10508.699999999997,969.0],[10497.0,969.0]]"
L0002,s000063,2,"[[7502.0,647.0],[7447.800000000003,639.4000000000001],[7420.0,506.0999999999999],[7472.5999999999985,506.1999999999998],[7502.0,647.0]]"
L0002,s000064,2,"[[13609.0,1085.0],[13725.599999999999,1058.5],[13736.599999999999,1097.2],[13740.199999999997,1096.5],[13743.800000000003,1095.7],[13747.699999999997,1094.9],[13751.699999999997,1094.0],[13760.0,1092.3],[13768.699999999997,1090.5],[13777.599999999999,1088.6],[13786.599999999999,1086.8],[13795.699999999997,1085.0],[13804.599999999999,1083.2],[13817.599999999999,1080.7],[13830.300000000003,1078.3],[13856.0,1073.8],[13881.900000000001,1069.5],[13907.699999999997,1065.6],[13929.300000000003,1062.6],[13951.0,1059.8],[13977.300000000003,1056.9],[13990.5,1055.6],[14003.699999999997,1054.4],[14021.300000000003,1053.2],[14039.099999999999,1052.3],[14056.900000000001,1051.8],[14075.400000000001,1051.6],[14092.699999999997,1052.0],[14110.099999999999,1052.7],[14118.900000000001,1053.1],[14127.800000000003,1053.5],[14138.199999999997,1054.1],[14159.400000000001,1055.5],[14169.900000000001,1056.2],[14180.199999999997,1057.0],[14190.0,1057.7],[14194.699999999997,1058.0],[14199.300000000003,1058.4],[14203.699999999997,1058.7],[14207.900000000001,1059.0],[14207.099999999999,1069.8],[14204.400000000001,1071.6],[14201.300000000003,1073.5],[14198.0,1075.6],[14194.699999999997,1077.7],[14190.400000000001,1080.3],[14181.900000000001,1085.4],[14173.5,1090.2],[14165.300000000003,1095.0],[14157.800000000003,1099.4],[14150.099999999999,1103.9],[14134.900000000001,1113.1],[14129.400000000001,1116.5],[14123.900000000001,1120.0],[14118.599999999999,1123.6],[14113.400000000001,1127.3],[14109.199999999997,1130.7],[14104.900000000001,1134.5],[14102.699999999997,1136.6],[14100.699999999997,1138.8],[14098.800000000003,1141.2],[14096.900000000001,1143.7],[14094.5,1147.3],[14092.400000000001,1151.0],[14090.400000000001,1155.1],[14088.800000000003,1159.2],[14087.0,1164.7],[14085.599999999999,1170.4],[14084.599999999999,1176.2],[14084.099999999999,1181.3],[14084.0,1182.0],[14083.900000000001,1186.4],[14083.900000000001,1190.8],[14084.0,1195.5],[14084.099999999999,1200.5],[14084.400000000001,1203.8],[14084.699999999997,1207.5],[14085.099999999999,1211.1],[14085.599999999999,1214.7],[14086.099999999999,1218.2],[14086.400000000001,1221.3],[14086.699999999997,1222.7],[14086.900000000001,1224.1],[14087.0,1225.2],[14087.300000000003,1226.8],[14087.699999999997,1228.1],[14087.199999999997,1236.0],[14085.5,1235.9],[14083.900000000001,1235.8],[14082.400000000001,1235.7],[14081.099999999999,1235.7],[14078.900000000001,1235.6],[14077.099999999999,1235.5],[14075.699999999997,1235.4],[14074.5,1235.3],[14072.400000000001,1235.2],[14070.300000000003,1235.1],[14068.0,1235.0],[14065.5,1234.8],[14062.800000000003,1234.7],[14060.0,1234.5],[14057.0,1234.3],[14050.699999999997,1233.9],[14043.800000000003,1233.4],[14036.599999999999,1233.0],[14028.900000000001,1232.5],[14021.0,1232.0],[14012.800000000003,1231.4],[14004.400000000001,1230.9],[13987.5,1229.9],[13979.099999999999,1229.4],[13970.800000000003,1229.0],[13962.599999999999,1228.6],[13954.699999999997,1228.2],[13946.5,1227.9],[13938.599999999999,1227.6],[13923.0,1227.2],[13902.400000000001,1227.1],[13881.599999999999,1227.4],[13858.599999999999,1228.1],[13835.699999999997,1229.1],[13805.099999999999,1231.0],[13771.300000000003,1233.6],[13734.900000000001,1236.9],[13716.199999999997,1238.7],[13703.300000000003,1240.1],[13697.400000000001,1240.7],[13675.900000000001,1243.2],[13665.199999999997,1244.5],[13654.800000000003,1245.8],[13618.300000000003,1263.5],[13616.400000000001,1256.9],[13614.300000000003,1250.0],[13612.199999999997,1242.8],[13610.099999999999,1235.4],[13607.800000000003,1227.9],[13605.599999999999,1220.2],[13601.0,1204.5],[13596.5,1188.8],[13592.0,1173.2],[13589.800000000003,1165.7],[13587.699999999997,1158.3],[13585.699999999997,1151.1],[13583.699999999997,1144.2],[13582.099999999999,1138.6],[13580.599999999999,1133.0],[13579.099999999999,1127.4],[13577.5,1121.6],[13575.800000000003,1115.5],[13574.0,1109.0],[13573.099999999999,1105.5],[13572.099999999999,1101.8],[13571.099999999999,1098.0],[13569.900000000001,1093.9],[13609.0,1085.0]]"
L0002,s000065,2,"[[5574.0,692.0],[5254.5,675.3],[5255.800000000003,650.3],[5575.300000000003,667.0999999999999],[5574.0,692.0]]"
L0002,s000066,2,"[[10115.0,1122.0],[10132.300000000003,1122.4],[10149.599999999999,1122.9],[10166.800000000003,1123.3000000000002],[10184.0,1123.9],[10188.099999999999,1124.0],[10216.0,1125.1999999999998],[10248.699999999997,1126.9],[10276.0,1128.6999999999998],[10303.099999999999,1130.6999999999998],[10309.599999999999,1131.3000000000002],[10321.300000000003,1132.3000000000002],[10326.900000000001,1132.6999999999998],[10332.400000000001,1133.3000000000002],[10338.800000000003,1134.1],[10341.900000000001,1134.6],[10344.900000000001,1135.1],[10357.900000000001,1237.1],[10357.300000000003,1227.6999999999998],[10351.0,1124.6],[10354.599999999999,1125.1],[10358.599999999999,1125.6],[10362.800000000003,1126.1],[10367.300000000003,1126.6],[10376.699999999997,1127.8000000000002],[10381.400000000001,1128.3000000000002],[10386.0,1128.8000000000002],[10391.0,1129.4],[10395.900000000001,1129.9],[10402.099999999999,1130.6],[10408.400000000001,1131.1999999999998],[10417.300000000003,1131.6],[10426.199999999997,1131.9],[10436.300000000003,1132.4],[10442.699999999997,1132.4],[10449.199999999997,1132.1999999999998],[10454.699999999997,1131.9],[10460.300000000003,1131.3000000000002],[10469.400000000001,1130.4],[10471.400000000001,1130.1],[10478.599999999999,1129.1],[10488.699999999997,1127.4],[10498.900000000001,1125.5],[10508.900000000001,1123.5],[10519.099999999999,1121.3000000000002],[10528.0,1119.3000000000002],[10536.900000000001,1117.3000000000002],[10545.699999999997,1115.1999999999998],[10554.300000000003,1113.1],[10561.099999999999,1111.3000000000002],[10567.900000000001,1109.6999999999998],[10571.400000000001,1108.8000000000002],[10574.900000000001,1107.9],[10578.599999999999,1107.0],[10582.300000000003,1106.0],[10585.800000000003,1105.1],[10589.0,1104.3000000000002],[10590.300000000003,1108.1],[10591.800000000003,1112.0],[10594.800000000003,1118.6],[10596.5,1121.9],[10598.599999999999,1125.0],[10599.699999999997,1126.5],[10601.0,1127.8000000000002],[10602.900000000001,1129.3000000000002],[10605.699999999997,1131.1],[10608.599999999999,1132.6],[10611.300000000003,1133.6999999999998],[10614.0,1134.6],[10619.800000000003,1136.1],[10625.400000000001,1137.1],[10629.900000000001,1137.6999999999998],[10633.800000000003,1137.9],[10637.699999999997,1138.0],[10645.400000000001,1138.0],[10654.199999999997,1137.6],[10662.900000000001,1136.8000000000002],[10672.800000000003,1135.5],[10682.699999999997,1133.8000000000002],[10688.5,1132.5],[10694.199999999997,1131.1999999999998],[10701.800000000003,1129.1999999999998],[10705.599999999999,1128.1999999999998],[10716.900000000001,1124.8000000000002],[10727.400000000001,1121.3000000000002],[10737.900000000001,1117.3000000000002],[10748.199999999997,1113.0],[10758.300000000003,1108.3000000000002],[10763.900000000001,1105.5],[10769.400000000001,1102.5],[10774.699999999997,1099.6],[10780.099999999999,1096.6999999999998],[10785.199999999997,1093.6],[10790.099999999999,1090.5],[10792.800000000003,1088.6999999999998],[10795.599999999999,1086.6999999999998],[10798.5,1084.6],[10801.599999999999,1082.3000000000002],[10802.800000000003,1084.4],[10803.800000000003,1086.3000000000002],[10804.699999999997,1088.0],[10805.5,1089.6],[10807.0,1092.4],[10808.400000000001,1095.0],[10810.400000000001,1099.1],[10812.599999999999,1103.5],[10814.800000000003,1108.1999999999998],[10817.0,1113.1],[10819.099999999999,1118.1],[10821.300000000003,1123.1999999999998],[10823.300000000003,1128.3000000000002],[10825.199999999997,1133.3000000000002],[10827.599999999999,1140.1999999999998],[10829.800000000003,1147.1],[10832.599999999999,1157.0],[10835.199999999997,1166.9],[10837.800000000003,1176.9],[10840.5,1186.9],[10843.199999999997,1196.0],[10845.300000000003,1202.6999999999998],[10846.0,1205.1],[10848.699999999997,1213.4],[10851.5,1221.6],[10854.400000000001,1229.1999999999998],[10857.400000000001,1236.9],[10854.699999999997,1237.1999999999998],[10851.699999999997,1237.6],[10848.400000000001,1238.0],[10845.0,1238.5],[10838.0,1239.6999999999998],[10834.5,1240.4],[10831.199999999997,1241.1999999999998],[10827.800000000003,1242.1],[10824.599999999999,1243.1999999999998],[10820.900000000001,1244.8000000000002],[10819.5,1245.6],[10818.199999999997,1246.4],[10817.099999999999,1247.5],[10816.199999999997,1248.6999999999998],[10814.599999999999,1251.1999999999998],[10813.199999999997,1253.6999999999998],[10812.400000000001,1255.8000000000002],[10811.400000000001,1258.6],[10810.400000000001,1261.6],[10809.0,1265.6],[10808.300000000003,1267.5],[10806.699999999997,1272.5],[10805.099999999999,1277.6999999999998],[10803.5,1283.1],[10801.900000000001,1288.3000000000002],[10800.400000000001,1293.4],[10799.0,1298.1999999999998],[10798.300000000003,1300.4],[10797.699999999997,1302.5],[10797.199999999997,1304.4],[10796.699999999997,1306.1],[10795.900000000001,1337.1999999999998],[10790.599999999999,1338.1999999999998],[10785.400000000001,1339.1],[10775.400000000001,1340.9],[10765.599999999999,1342.6],[10756.0,1344.1999999999998],[10742.800000000003,1346.4],[10729.5,1348.5],[10702.5,1352.6],[10676.699999999997,1356.3000000000002],[10651.0,1359.8000000000002],[10625.800000000003,1362.8000000000002],[10601.800000000003,1365.1999999999998],[10577.800000000003,1367.1],[10553.300000000003,1368.4],[10532.400000000001,1369.3000000000002],[10511.400000000001,1369.6999999999998],[10495.099999999999,1369.6],[10487.099999999999,1369.4],[10479.199999999997,1369.1],[10473.5,1368.6999999999998],[10467.699999999997,1368.3000000000002],[10461.800000000003,1367.6999999999998],[10455.5,1367.1999999999998],[10455.400000000001,1363.0],[10448.300000000003,1363.0],[10440.699999999997,1362.9],[10432.699999999997,1362.8000000000002],[10424.300000000003,1362.6999999999998],[10415.800000000003,1362.6],[10407.099999999999,1362.4],[10398.5,1362.1999999999998],[10390.0,1361.9],[10382.300000000003,1361.6999999999998],[10374.699999999997,1361.3000000000002],[10359.699999999997,1360.6],[10342.300000000003,1359.4],[10331.300000000003,1358.4],[10320.300000000003,1357.1999999999998],[10298.300000000003,1354.6],[10279.900000000001,1352.3000000000002],[10261.5,1349.6999999999998],[10243.099999999999,1346.8000000000002],[10224.900000000001,1343.6],[10209.599999999999,1340.6],[10194.300000000003,1337.1999999999998],[10179.199999999997,1333.4],[10164.599999999999,1329.3000000000002],[10150.199999999997,1324.6],[10136.300000000003,1319.6],[10129.300000000003,1316.8000000000002],[10122.5,1313.6],[10118.699999999997,1311.5],[10115.099999999999,1309.1999999999998],[10112.099999999999,1307.1],[10109.300000000003,1304.8000000000002],[10106.699999999997,1302.1999999999998],[10104.300000000003,1299.5],[10102.099999999999,1296.4],[10100.300000000003,1293.1999999999998],[10098.699999999997,1289.6999999999998],[10097.5,1286.1],[10096.699999999997,1283.1],[10096.099999999999,1280.1],[10095.599999999999,1277.1],[10095.099999999999,1274.4],[10070.0,1272.6999999999998],[10074.800000000003,1121.8000000000002],[10094.599999999999,1121.8000000000002],[10115.0,1122.0]]"
L0002,s000067,2,"[[5292.0,728.0],[4992.0,728.0],[4992.0,688.0],[5292.0,688.0],[5292.0,728.0]]"
L0002,s000068,2,"[[14697.0,14.0],[14703.0,15.5],[14709.400000000001,17.200000000000045],[14717.099999999999,19.09999999999991],[14724.599999999999,21.09999999999991],[14739.900000000001,25.200000000000045],[14755.400000000001,29.200000000000045],[14771.0,33.299999999999955],[14802.300000000003,41.299999999999955],[14826.800000000003,47.59999999999991],[14851.099999999999,53.700000000000045],[14868.199999999997,57.799999999999955],[14885.400000000001,61.700000000000045],[14899.099999999999,64.80000000000018],[14922.099999999999,69.80000000000018],[14945.099999999999,74.40000000000009],[14968.400000000001,78.90000000000009],[14991.599999999999,83.19999999999982],[15015.099999999999,87.09999999999991],[15026.800000000003,89.0],[15038.599999999999,90.80000000000018],[15059.099999999999,93.80000000000018],[15072.699999999997,95.69999999999982],[15086.199999999997,97.5],[15108.900000000001,100.19999999999982],[15131.5,102.40000000000009],[15154.199999999997,104.30000000000018],[15176.800000000003,105.69999999999982],[15199.199999999997,106.80000000000018],[15221.400000000001,107.5],[15232.300000000003,107.80000000000018],[15243.099999999999,107.90000000000009],[15276.599999999999,107.90000000000009],[15287.400000000001,107.80000000000018],[15289.0,107.80000000000018],[15304.699999999997,107.40000000000009],[15320.5,106.80000000000018],[15337.099999999999,106.30000000000018],[15355.0,105.69999999999982],[15358.599999999999,105.5],[15361.5,105.40000000000009],[15364.5,105.19999999999982],[15370.5,104.80000000000018],[15373.400000000001,104.59999999999991],[15376.099999999999,104.5],[15378.5,104.30000000000018],[15380.699999999997,104.09999999999991],[15342.699999999997,181.9000000000001],[15336.900000000001,214.0],[15332.199999999997,214.0999999999999],[15327.900000000001,214.19999999999982],[15323.800000000003,214.19999999999982],[15320.099999999999,214.30000000000018],[15316.5,214.4000000000001],[15313.0,214.4000000000001],[15306.199999999997,214.5],[15298.599999999999,214.5],[15290.599999999999,214.5999999999999],[15273.900000000001,214.5999999999999],[15256.800000000003,214.5],[15239.699999999997,214.4000000000001],[15225.0,214.30000000000018],[15210.400000000001,214.0],[15194.300000000003,213.5],[15178.099999999999,212.80000000000018],[15165.599999999999,212.30000000000018],[15153.0,211.69999999999982],[15137.800000000003,210.5999999999999],[15122.599999999999,209.30000000000018],[15105.699999999997,207.80000000000018],[15089.599999999999,206.0999999999999],[15073.599999999999,204.0999999999999],[15058.900000000001,202.0999999999999],[15044.099999999999,199.69999999999982],[15036.699999999997,198.4000000000001],[15029.300000000003,197.0],[15022.199999999997,195.5],[15015.400000000001,194.0],[15012.0,193.19999999999982],[15008.599999999999,192.4000000000001],[15004.800000000003,191.4000000000001],[15002.800000000003,190.9000000000001],[15000.599999999999,190.30000000000018],[15001.199999999997,186.30000000000018],[14979.0,182.5999999999999],[14956.599999999999,178.5999999999999],[14935.400000000001,174.5999999999999],[14914.300000000003,170.19999999999982],[14900.900000000001,167.0999999999999],[14887.5,163.9000000000001],[14875.599999999999,160.9000000000001],[14857.800000000003,156.0],[14840.099999999999,150.69999999999982],[14811.400000000001,141.69999999999982],[14797.199999999997,137.0],[14783.0,132.19999999999982],[14772.900000000001,128.5999999999999],[14762.900000000001,124.90000000000009],[14752.900000000001,121.09999999999991],[14743.0,117.09999999999991],[14728.699999999997,111.0],[14714.400000000001,104.69999999999982],[14705.199999999997,100.40000000000009],[14696.099999999999,95.90000000000009],[14688.400000000001,92.0],[14680.699999999997,87.80000000000018],[14674.800000000003,84.19999999999982],[14669.099999999999,80.19999999999982],[14666.0,77.69999999999982],[14663.099999999999,74.80000000000018],[14660.800000000003,72.09999999999991],[14658.900000000001,69.19999999999982],[14657.199999999997,66.09999999999991],[14655.800000000003,62.69999999999982],[14654.699999999997,59.299999999999955],[14654.0,55.799999999999955],[14653.699999999997,53.40000000000009],[14653.5,51.0],[14653.5,46.200000000000045],[14653.699999999997,40.799999999999955],[14653.699999999997,40.09999999999991],[14654.099999999999,35.40000000000009],[14655.099999999999,28.5],[14656.5,21.5],[14658.300000000003,13.200000000000045],[14659.199999999997,9.099999999999909],[14660.099999999999,5.2000000000000455],[14662.599999999999,5.7999999999999545],[14665.199999999997,6.400000000000091],[14670.900000000001,7.7000000000000455],[14676.900000000001,9.200000000000045],[14683.300000000003,10.700000000000045],[14689.800000000003,12.299999999999955],[14696.400000000001,13.900000000000091],[14697.0,14.0]]"
L0002,s000069,2,"[[7850.0,168.0],[7852.0999999999985,168.5],[7854.0,168.80000000000018],[7857.4000000000015,169.4000000000001],[7860.9000000000015,169.9000000000001],[7864.300000000003,170.19999999999982],[7867.699999999997,170.4000000000001],[7871.4000000000015,170.5999999999999],[7874.0,170.69999999999982],[7951.0,170.69999999999982],[7959.9000000000015,170.5999999999999],[7973.4000000000015,170.5999999999999],[7980.0,170.5],[8025.699999999997,170.5],[8026.800000000003,170.5999999999999],[8029.800000000003,257.3000000000002],[8029.800000000003,277.3000000000002],[8009.800000000003,277.3000000000002],[8007.0999999999985,275.5999999999999],[8004.199999999997,273.9000000000001],[8001.199999999997,272.0999999999999],[7998.300000000003,270.4000000000001],[7995.0999999999985,268.6999999999998],[7991.9000000000015,267.0999999999999],[7988.699999999997,265.5999999999999],[7985.5,264.0],[7983.4000000000015,263.0999999999999],[7981.199999999997,262.1999999999998],[7979.0999999999985,261.4000000000001],[7976.9000000000015,260.6999999999998],[7974.800000000003,259.9000000000001],[7972.5999999999985,259.1999999999998],[7970.4000000000015,258.5999999999999],[7968.199999999997,258.0999999999999],[7965.699999999997,257.5999999999999],[7963.300000000003,257.0999999999999],[7960.699999999997,256.5999999999999],[7958.199999999997,256.0999999999999],[7955.5999999999985,255.80000000000018],[7953.0999999999985,255.5],[7947.9000000000015,255.0],[7943.300000000003,254.5],[7938.5999999999985,254.0999999999999],[7929.300000000003,253.5],[7919.9000000000015,253.0999999999999],[7915.300000000003,252.9000000000001],[7888.5999999999985,252.9000000000001],[7885.5,252.80000000000018],[7882.5,252.69999999999982],[7876.9000000000015,252.19999999999982],[7871.300000000003,251.5],[7865.9000000000015,250.5999999999999],[7863.0999999999985,250.0999999999999],[7860.4000000000015,249.5],[7857.5,248.69999999999982],[7854.699999999997,247.80000000000018],[7852.0,246.80000000000018],[7849.300000000003,245.69999999999982],[7846.5,244.30000000000018],[7843.9000000000015,243.0999999999999],[7842.699999999997,242.4000000000001],[7841.4000000000015,241.80000000000018],[7839.0,240.19999999999982],[7837.5,239.0999999999999],[7836.0999999999985,237.9000000000001],[7834.5999999999985,236.5999999999999],[7831.800000000003,234.0],[7830.5,232.5999999999999],[7828.0999999999985,229.5999999999999],[7825.0999999999985,225.0999999999999],[7823.699999999997,222.69999999999982],[7822.300000000003,220.4000000000001],[7819.9000000000015,215.69999999999982],[7817.800000000003,211.0999999999999],[7817.800000000003,191.0999999999999],[7830.0,168.0],[7850.0,168.0]]"
