下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000011,M0005,"[[1873, 140], [1876, 167], [1879, 181], [1881, 193], [1881, 195], [1883, 201], [1883, 205], [1884, 213], [1884, 216], [1888, 250], [1893, 286], [1898, 321], [1901, 339], [1904, 355], [1904, 357], [1909, 375], [1914, 395], [1914, 399], [1911, 403], [1908, 404], [1723, 435], [1671, 447], [1670, 447], [1657, 452], [1650, 455], [1648, 456], [1642, 458], [1641, 459], [1639, 460], [1635, 464], [1633, 465], [1633, 466], [1624, 475], [1624, 476], [1622, 478], [1622, 479], [1620, 481], [1620, 482], [1619, 483], [1618, 485], [1618, 486], [1617, 488], [1617, 490], [1616, 492], [1616, 495], [1615, 497], [1615, 499], [1614, 501], [1614, 507], [1613, 511], [1613, 514], [1612, 516], [1612, 566], [1613, 568], [1613, 577], [1612, 581], [1609, 583], [1604, 584], [1596, 581], [1588, 577], [1570, 569], [1562, 566], [1560, 565], [1542, 557], [1539, 556], [1535, 555], [1531, 553], [1528, 552], [1526, 551], [1523, 549], [1513, 545], [1504, 541], [1501, 540], [1494, 538], [1485, 534], [1478, 532], [1476, 531], [1455, 524], [1448, 521], [1445, 520], [1433, 517], [1431, 517], [1419, 513], [1418, 513], [1402, 509], [1371, 501], [1363, 499], [1360, 499], [1355, 498], [1353, 497], [1350, 497], [1346, 496], [1343, 495], [1333, 492], [1327, 489], [1324, 487], [1323, 486], [1320, 484], [1314, 481], [1312, 479], [1310, 478], [1308, 476], [1305, 475], [1304, 474], [1301, 473], [1300, 473], [1297, 472], [1296, 472], [1289, 471], [1286, 471], [1183, 466], [997, 458], [908, 454], [863, 452], [820, 450], [676, 450], [672, 449], [670, 446], [669, 443], [669, 186], [670, 182], [673, 180], [676, 179], [747, 180], [820, 180], [860, 179], [937, 175], [1027, 172], [1040, 171], [1055, 170], [1072, 170], [1102, 168], [1118, 168], [1130, 167], [1188, 165], [1237, 162], [1262, 160], [1285, 157], [1287, 157], [1305, 154], [1324, 151], [1362, 144], [1392, 138], [1421, 132], [1501, 114], [1568, 99], [1569, 99], [1571, 98], [1618, 88], [1649, 82], [1656, 80], [1660, 79], [1664, 79], [1666, 78], [1669, 78], [1673, 77], [1678, 76], [1681, 76], [1686, 75], [1692, 75], [1699, 74], [1706, 74], [1713, 73], [1720, 73], [1727, 72], [1742, 72], [1753, 71], [1765, 71], [1777, 70], [1789, 70], [1801, 69], [1813, 69], [1824, 68], [1858, 68], [1862, 69], [1865, 74], [1866, 82], [1866, 85]]"
L0005,s000012,M0005,"[[4894, 1183], [4940, 1203], [4943, 1205], [4944, 1209], [4943, 1213], [4940, 1215], [4893, 1236], [4890, 1237], [4282, 1237], [4278, 1236], [4276, 1233], [4275, 1230], [4275, 1189], [4276, 1185], [4279, 1183], [4282, 1182], [4891, 1182]]"
L0005,s000013,M0005,"[[619, 818], [665, 838], [668, 840], [669, 844], [668, 848], [665, 850], [618, 871], [615, 872], [7, 872], [3, 871], [1, 868], [0, 865], [0, 824], [1, 820], [4, 818], [7, 817], [616, 817]]"
L0005,s000014,M0005,"[[6810, 1456], [6811, 1476], [6810, 1504], [6810, 1523], [6809, 1527], [6804, 1530], [6692, 1543], [6669, 1544], [6666, 1544], [6660, 1545], [6653, 1546], [6651, 1546], [6645, 1548], [6641, 1550], [6638, 1552], [6637, 1552], [6637, 1553], [6636, 1554], [6634, 1555], [6631, 1558], [6631, 1559], [6629, 1561], [6628, 1564], [6623, 1571], [6621, 1578], [6618, 1582], [6613, 1583], [6567, 1578], [6494, 1570], [6431, 1564], [6378, 1559], [6330, 1555], [6284, 1552], [6282, 1552], [6236, 1549], [6168, 1546], [6116, 1544], [6059, 1542], [6004, 1541], [5948, 1540], [5861, 1538], [5677, 1538], [5673, 1537], [5671, 1534], [5670, 1531], [5670, 1342], [5671, 1338], [5674, 1336], [5677, 1335], [5803, 1335], [5839, 1334], [5917, 1331], [5984, 1328], [6053, 1326], [6140, 1323], [6212, 1319], [6283, 1316], [6285, 1316], [6347, 1313], [6397, 1310], [6444, 1307], [6496, 1302], [6579, 1295], [6582, 1295], [6625, 1293], [6687, 1293], [6709, 1295], [6730, 1298], [6731, 1298], [6737, 1299], [6751, 1301], [6758, 1303], [6765, 1304], [6771, 1305], [6814, 1314], [6818, 1316], [6820, 1319], [6820, 1322], [6819, 1332], [6817, 1345], [6816, 1362], [6815, 1363], [6816, 1365], [6814, 1388], [6812, 1416], [6811, 1436], [6811, 1438]]"
L0005,s000015,M0005,"[[16530, 85], [16532, 88], [16540, 112], [16540, 116], [16538, 119], [16535, 121], [16253, 211], [16249, 211], [16246, 209], [16244, 206], [16237, 183], [16237, 179], [16242, 174], [16523, 83], [16527, 83]]"
L0005,s000016,M0005,"[[12128, 1522], [12130, 1525], [12131, 1529], [12125, 1584], [12123, 1587], [12118, 1590], [12030, 1590], [11992, 1592], [11980, 1593], [11979, 1593], [11962, 1597], [11958, 1597], [11953, 1593], [11941, 1562], [11941, 1557], [11944, 1553], [11959, 1543], [11974, 1535], [11976, 1534], [11978, 1534], [11978, 1533], [11981, 1531], [11984, 1530], [11985, 1530], [11986, 1529], [11989, 1528], [11991, 1527], [11995, 1527], [12001, 1525], [12003, 1525], [12004, 1524], [12007, 1523], [12013, 1523], [12015, 1522], [12038, 1522], [12045, 1521], [12124, 1521]]"
L0005,s000017,M0005,"[[4255, 1], [4257, 4], [4258, 7], [4258, 71], [4257, 75], [4254, 77], [4251, 78], [3514, 78], [3510, 77], [3508, 74], [3507, 71], [3507, 7], [3508, 3], [3511, 1], [3514, 0], [4251, 0]]"
L0005,s000018,M0005,"[[985, 1546], [987, 1549], [988, 1552], [988, 1591], [987, 1595], [984, 1597], [981, 1598], [792, 1598], [788, 1597], [786, 1594], [785, 1591], [785, 1552], [786, 1548], [789, 1546], [792, 1545], [981, 1545]]"
L0005,s000019,M0005,"[[4599, 1261], [4602, 1263], [4605, 1266], [4605, 1269], [4604, 1278], [4604, 1284], [4597, 1365], [4594, 1396], [4592, 1426], [4592, 1429], [4591, 1462], [4588, 1524], [4588, 1536], [4587, 1540], [4584, 1542], [4581, 1543], [4520, 1547], [4458, 1552], [4435, 1554], [4422, 1556], [4411, 1558], [4409, 1559], [4404, 1560], [4401, 1561], [4399, 1562], [4396, 1563], [4390, 1566], [4388, 1566], [4387, 1567], [4386, 1567], [4386, 1568], [4383, 1570], [4382, 1571], [4379, 1573], [4377, 1574], [4376, 1576], [4371, 1581], [4368, 1587], [4364, 1596], [4361, 1599], [4357, 1600], [4311, 1594], [4261, 1588], [4222, 1584], [4182, 1579], [4126, 1574], [4069, 1571], [4028, 1569], [4026, 1568], [3943, 1565], [3864, 1562], [3783, 1559], [3659, 1553], [3609, 1551], [3560, 1548], [3488, 1548], [3417, 1547], [3413, 1546], [3411, 1543], [3410, 1540], [3410, 1316], [3411, 1312], [3414, 1310], [3417, 1309], [3488, 1308], [3557, 1307], [3560, 1307], [3611, 1305], [3674, 1304], [3794, 1298], [3920, 1292], [3974, 1290], [4026, 1287], [4029, 1286], [4071, 1283], [4153, 1275], [4246, 1267], [4295, 1262], [4323, 1259], [4325, 1259], [4402, 1253], [4404, 1254], [4406, 1253], [4459, 1251], [4474, 1251], [4519, 1254], [4550, 1256], [4551, 1256], [4568, 1258], [4571, 1258]]"
L0005,s000020,M0005,"[[13496, 307], [13497, 309], [13498, 313], [13502, 319], [13504, 324], [13514, 334], [13521, 339], [13527, 342], [13533, 344], [13535, 344], [13542, 346], [13550, 347], [13565, 347], [13568, 348], [13571, 347], [13579, 347], [13590, 346], [13611, 344], [13613, 344], [13632, 342], [13652, 339], [13685, 334], [13688, 333], [13741, 325], [13745, 326], [13749, 330], [13765, 390], [13765, 394], [13762, 398], [13758, 399], [13737, 400], [13720, 402], [13699, 459], [13691, 494], [13688, 498], [13684, 499], [13549, 499], [13483, 498], [13425, 497], [13392, 496], [13359, 494], [13321, 492], [13317, 491], [13315, 488], [13279, 484], [13256, 481], [13232, 478], [13231, 478], [13225, 477], [13220, 477], [13210, 475], [13206, 475], [13203, 474], [13199, 474], [13194, 473], [13188, 472], [13183, 471], [13180, 471], [13177, 470], [13157, 466], [13154, 466], [13151, 465], [13141, 463], [13137, 461], [13136, 461], [13126, 459], [13123, 458], [13120, 458], [13114, 456], [13109, 455], [13105, 454], [13103, 453], [13100, 452], [13098, 451], [13095, 450], [13090, 449], [13088, 448], [13078, 444], [13076, 444], [13073, 443], [13068, 441], [13064, 439], [13063, 439], [13059, 438], [13057, 437], [13052, 435], [13044, 431], [13043, 430], [13037, 427], [13036, 426], [13031, 424], [13030, 423], [13024, 420], [13023, 419], [13019, 417], [13017, 415], [13015, 414], [13014, 413], [13010, 411], [13007, 408], [13005, 407], [12996, 398], [12995, 398], [12993, 395], [12992, 394], [12992, 393], [12990, 391], [12988, 388], [12987, 385], [12982, 375], [12982, 374], [12981, 372], [12981, 370], [12980, 368], [12980, 366], [12979, 363], [12979, 347], [12980, 343], [12980, 337], [12982, 327], [12984, 324], [12990, 322], [13016, 325], [13017, 326], [13019, 325], [13032, 327], [13034, 328], [13035, 328], [13114, 341], [13170, 349], [13225, 357], [13227, 358], [13228, 358], [13252, 360], [13265, 362], [13284, 363], [13294, 363], [13297, 362], [13308, 362], [13311, 361], [13314, 361], [13321, 359], [13327, 358], [13328, 358], [13330, 357], [13335, 356], [13341, 353], [13344, 352], [13350, 349], [13351, 348], [13355, 346], [13360, 341], [13360, 340], [13363, 338], [13363, 337], [13366, 334], [13374, 320], [13374, 319], [13377, 311], [13386, 284], [13388, 275], [13390, 267], [13391, 266], [13391, 265], [13394, 249], [13396, 245], [13400, 243], [13444, 237], [13487, 232], [13491, 233], [13494, 235], [13495, 239], [13494, 258], [13493, 261], [13493, 288], [13496, 303]]"
L0005,s000021,M0005,"[[11425, 826], [11427, 829], [11428, 832], [11428, 914], [11427, 918], [11424, 920], [11421, 921], [11244, 921], [11240, 920], [11238, 917], [11237, 914], [11237, 832], [11238, 828], [11241, 826], [11244, 825], [11421, 825]]"
L0005,s000022,M0005,"[[11288, 1284], [11325, 1280], [11374, 1275], [11379, 1274], [11388, 1274], [11395, 1273], [11402, 1273], [11410, 1272], [11417, 1271], [11423, 1271], [11442, 1270], [11460, 1270], [11496, 1269], [11550, 1269], [11574, 1271], [11582, 1271], [11593, 1272], [11604, 1272], [11637, 1275], [11646, 1275], [11650, 1276], [11652, 1279], [11653, 1282], [11653, 1289], [11659, 1294], [11668, 1302], [11670, 1304], [11671, 1306], [11673, 1307], [11675, 1309], [11676, 1311], [11679, 1314], [11680, 1316], [11686, 1322], [11688, 1325], [11688, 1326], [11690, 1328], [11690, 1329], [11691, 1330], [11692, 1332], [11694, 1334], [11695, 1337], [11697, 1339], [11698, 1342], [11699, 1343], [11700, 1346], [11701, 1347], [11703, 1352], [11703, 1354], [11706, 1359], [11706, 1360], [11708, 1365], [11708, 1367], [11709, 1369], [11711, 1375], [11711, 1394], [11710, 1396], [11710, 1400], [11709, 1403], [11708, 1405], [11708, 1406], [11707, 1408], [11707, 1409], [11706, 1413], [11704, 1416], [11703, 1420], [11702, 1421], [11701, 1423], [11700, 1424], [11698, 1428], [11696, 1430], [11696, 1431], [11694, 1433], [11693, 1435], [11691, 1437], [11690, 1439], [11685, 1444], [11682, 1446], [11680, 1448], [11680, 1449], [11677, 1451], [11673, 1455], [11671, 1456], [11668, 1459], [11665, 1460], [11662, 1463], [11659, 1465], [11657, 1466], [11656, 1467], [11652, 1469], [11641, 1475], [11632, 1479], [11628, 1482], [11607, 1490], [11584, 1499], [11552, 1511], [11534, 1516], [11533, 1516], [11529, 1518], [11526, 1519], [11525, 1520], [11519, 1523], [11518, 1524], [11516, 1525], [11510, 1531], [11510, 1532], [11509, 1533], [11507, 1537], [11507, 1538], [11505, 1543], [11504, 1544], [11504, 1545], [11503, 1549], [11500, 1551], [11496, 1552], [11447, 1545], [11423, 1542], [11400, 1540], [11397, 1540], [11370, 1538], [11341, 1536], [11310, 1534], [11279, 1533], [11216, 1533], [11177, 1534], [11173, 1535], [11148, 1536], [11121, 1537], [11083, 1541], [11081, 1541], [11034, 1549], [11030, 1548], [11027, 1546], [11026, 1543], [10990, 1304], [10991, 1300], [10993, 1297], [10996, 1296], [11044, 1287], [11045, 1287], [11047, 1286], [11160, 1266], [11163, 1266], [11169, 1265], [11173, 1266], [11176, 1269], [11191, 1300], [11269, 1287], [11272, 1287]]"
L0005,s000023,M0005,"[[5143, 821], [5189, 841], [5192, 843], [5193, 847], [5192, 851], [5189, 853], [5142, 874], [5139, 875], [4531, 875], [4527, 874], [4525, 871], [4524, 868], [4524, 827], [4525, 823], [4528, 821], [4531, 820], [5140, 820]]"
L0005,s000024,M0005,"[[6801, 561], [6798, 604], [6798, 607], [6796, 625], [6795, 652], [6795, 740], [6796, 761], [6796, 772], [6795, 776], [6792, 778], [6790, 779], [6667, 789], [6656, 790], [6643, 792], [6640, 793], [6633, 795], [6624, 799], [6622, 801], [6621, 801], [6621, 802], [6620, 803], [6619, 803], [6619, 804], [6616, 807], [6615, 809], [6614, 810], [6604, 825], [6601, 828], [6597, 829], [6551, 821], [6481, 808], [6434, 801], [6376, 793], [6325, 788], [6275, 783], [6273, 783], [6214, 779], [6153, 774], [6089, 770], [6025, 767], [5957, 763], [5924, 762], [5890, 761], [5662, 761], [5658, 760], [5656, 757], [5655, 754], [5655, 561], [5656, 557], [5659, 555], [5662, 554], [5763, 553], [5813, 553], [5862, 552], [5878, 552], [5962, 547], [6046, 543], [6128, 539], [6201, 535], [6238, 533], [6274, 531], [6276, 531], [6312, 528], [6349, 525], [6424, 519], [6506, 511], [6517, 510], [6537, 508], [6545, 507], [6548, 507], [6567, 505], [6570, 504], [6580, 504], [6590, 503], [6598, 502], [6623, 501], [6624, 501], [6666, 510], [6692, 515], [6699, 516], [6711, 518], [6716, 519], [6720, 519], [6727, 520], [6728, 520], [6752, 524], [6762, 525], [6764, 525], [6788, 529], [6798, 530], [6802, 532], [6804, 535], [6804, 538], [6803, 546], [6803, 549]]"
L0005,s000025,M0005,"[[15256, 1407], [15288, 1413], [15298, 1415], [15302, 1417], [15304, 1422], [15304, 1469], [15281, 1592], [15279, 1596], [15275, 1598], [15265, 1600], [15212, 1600], [15208, 1599], [15186, 1583], [15151, 1583], [15147, 1582], [15144, 1578], [15142, 1569], [15142, 1521], [15163, 1412], [15165, 1408], [15169, 1406], [15193, 1404], [15248, 1404]]"
L0005,s000026,M0005,"[[12361, 484], [12364, 485], [12367, 489], [12367, 491], [12359, 663], [12358, 667], [12354, 670], [12259, 670], [12254, 668], [12238, 652], [12236, 647], [12246, 483], [12247, 479], [12251, 476], [12254, 476]]"
L0005,s000027,M0005,"[[6842, 259], [6857, 259], [6861, 260], [6863, 263], [6864, 266], [6864, 372], [6862, 377], [6838, 400], [6833, 402], [6824, 402], [6819, 400], [6792, 376], [6790, 371], [6790, 266], [6791, 262], [6794, 260], [6797, 259], [6812, 259], [6825, 258], [6829, 258]]"
L0005,s000028,M0005,"[[12912, 1243], [12913, 1247], [12913, 1256], [12914, 1258], [12914, 1260], [12915, 1263], [12916, 1265], [12917, 1268], [12917, 1269], [12918, 1270], [12918, 1271], [12919, 1272], [12920, 1274], [12921, 1275], [12921, 1276], [12922, 1277], [12923, 1277], [12924, 1278], [12925, 1280], [12926, 1280], [12927, 1282], [12928, 1282], [12929, 1284], [12930, 1284], [12933, 1285], [12934, 1287], [12939, 1289], [12940, 1290], [12941, 1290], [12944, 1291], [12948, 1293], [12950, 1293], [12953, 1294], [12954, 1294], [12957, 1295], [12961, 1295], [12971, 1297], [12979, 1298], [12981, 1299], [13004, 1299], [13028, 1300], [13062, 1298], [13064, 1298], [13098, 1295], [13134, 1292], [13205, 1284], [13209, 1285], [13212, 1288], [13213, 1290], [13223, 1348], [13222, 1352], [13220, 1355], [13216, 1356], [13166, 1359], [13142, 1425], [13135, 1457], [13133, 1461], [13128, 1463], [12968, 1463], [12960, 1462], [12939, 1462], [12934, 1461], [12920, 1461], [12910, 1460], [12902, 1460], [12846, 1456], [12799, 1450], [12766, 1446], [12762, 1445], [12760, 1443], [12702, 1434], [12634, 1424], [12632, 1423], [12620, 1421], [12615, 1420], [12609, 1419], [12604, 1418], [12600, 1418], [12597, 1417], [12593, 1416], [12587, 1415], [12582, 1414], [12576, 1413], [12571, 1412], [12565, 1411], [12563, 1411], [12559, 1410], [12553, 1409], [12548, 1407], [12542, 1406], [12537, 1405], [12531, 1404], [12526, 1402], [12520, 1401], [12516, 1400], [12514, 1399], [12511, 1398], [12505, 1397], [12501, 1396], [12499, 1395], [12494, 1394], [12492, 1393], [12479, 1388], [12476, 1387], [12468, 1384], [12462, 1383], [12459, 1382], [12454, 1379], [12452, 1378], [12451, 1378], [12448, 1377], [12442, 1374], [12439, 1372], [12433, 1370], [12425, 1366], [12422, 1365], [12421, 1363], [12413, 1359], [12410, 1357], [12408, 1356], [12407, 1355], [12406, 1355], [12404, 1352], [12400, 1350], [12390, 1340], [12388, 1337], [12386, 1335], [12383, 1329], [12381, 1327], [12379, 1323], [12378, 1320], [12376, 1316], [12375, 1313], [12374, 1311], [12374, 1310], [12373, 1308], [12372, 1305], [12372, 1299], [12371, 1297], [12371, 1283], [12372, 1280], [12372, 1271], [12373, 1268], [12375, 1258], [12375, 1257], [12377, 1247], [12378, 1241], [12379, 1237], [12381, 1233], [12385, 1231], [12387, 1231], [12422, 1238], [12423, 1239], [12425, 1238], [12523, 1258], [12573, 1268], [12622, 1277], [12624, 1278], [12625, 1278], [12666, 1284], [12708, 1290], [12724, 1291], [12740, 1291], [12743, 1290], [12747, 1290], [12749, 1289], [12750, 1289], [12752, 1288], [12755, 1286], [12758, 1285], [12760, 1284], [12763, 1284], [12765, 1282], [12770, 1279], [12770, 1278], [12772, 1275], [12776, 1271], [12778, 1267], [12780, 1265], [12781, 1263], [12782, 1262], [12782, 1261], [12783, 1260], [12784, 1258], [12784, 1257], [12786, 1253], [12787, 1252], [12788, 1250], [12788, 1249], [12790, 1245], [12792, 1240], [12793, 1237], [12795, 1234], [12795, 1232], [12796, 1230], [12798, 1225], [12800, 1221], [12801, 1218], [12802, 1213], [12803, 1211], [12805, 1206], [12806, 1203], [12815, 1174], [12820, 1157], [12822, 1154], [12826, 1153], [12918, 1150], [12922, 1151], [12924, 1154], [12925, 1158], [12918, 1197], [12915, 1217], [12913, 1235], [12913, 1238]]"
L0005,s000029,M0005,"[[12348, 1169], [12354, 1175], [12356, 1180], [12347, 1346], [12346, 1350], [12342, 1353], [12234, 1353], [12222, 1352], [12162, 1352], [12157, 1351], [12144, 1351], [12135, 1350], [12126, 1350], [12120, 1349], [12118, 1349], [12090, 1347], [12089, 1347], [12076, 1346], [12062, 1345], [12055, 1345], [12048, 1344], [12047, 1344], [12041, 1343], [12036, 1343], [12030, 1342], [12022, 1342], [12019, 1341], [12012, 1341], [11998, 1339], [11986, 1338], [11951, 1333], [11943, 1332], [11942, 1332], [11917, 1327], [11913, 1327], [11893, 1323], [11885, 1321], [11881, 1319], [11880, 1317], [11845, 1311], [11794, 1302], [11783, 1300], [11743, 1293], [11590, 1266], [11549, 1259], [11545, 1257], [11543, 1254], [11543, 1251], [11572, 1090], [11574, 1086], [11577, 1084], [11580, 1084], [11610, 1089], [11612, 1090], [11613, 1090], [11623, 1091], [11625, 1092], [11626, 1092], [11694, 1103], [11774, 1117], [11775, 1118], [11777, 1117], [11894, 1135], [11952, 1144], [11953, 1145], [11955, 1144], [11987, 1149], [12019, 1153], [12020, 1154], [12022, 1153], [12048, 1156], [12075, 1159], [12135, 1163], [12199, 1167], [12343, 1167]]"
L0005,s000030,M0005,"[[9961, 567], [9965, 568], [9967, 571], [9968, 574], [9968, 637], [9967, 641], [9964, 643], [9961, 644], [9254, 644], [9250, 643], [9248, 640], [9247, 637], [9247, 573], [9248, 569], [9251, 567], [9254, 566]]"
