下料批次号,零件名,面料号,零件外轮廓线坐标
L0003,s000043,M0003,"[[923.0, 369.0], [923.0, 401.4000000000001], [783.0, 401.29999999999995], [783.0, 368.9], [923.0, 369.0]]"
L0003,s000044,M0003,"[[8992.0, 829.0], [8992.0, 899.0], [8855.0, 899.0], [8855.0, 876.0], [8836.8, 876.0], [8820.0, 855.0], [8820.0, 847.9000000000001], [8835.2, 829.0], [8992.0, 829.0]]"
L0003,s000045,M0003,"[[71.0, 90.0], [72.90000000000146, 90.69999999999982], [73.90000000000146, 91.09999999999991], [80.20000000000073, 93.19999999999982], [86.5, 95.09999999999991], [93.0, 96.69999999999982], [99.5, 98.09999999999991], [112.59999999999854, 100.19999999999982], [127.0, 101.69999999999982], [134.09999999999854, 102.0], [141.29999999999927, 102.09999999999991], [148.40000000000146, 101.90000000000009], [155.5, 101.30000000000018], [165.70000000000073, 99.80000000000018], [175.79999999999927, 97.5], [180.79999999999927, 96.09999999999991], [185.70000000000073, 94.5], [195.29999999999927, 90.69999999999982], [204.5, 86.09999999999991], [213.20000000000073, 80.69999999999982], [219.0, 76.30000000000018], [224.40000000000146, 71.5], [226.90000000000146, 69.0], [229.40000000000146, 66.30000000000018], [234.09999999999854, 60.80000000000018], [238.20000000000073, 54.90000000000009], [241.79999999999927, 48.90000000000009], [245.5, 40.59999999999991], [248.59999999999854, 31.90000000000009], [251.5, 22.699999999999818], [251.59999999999854, 22.300000000000182], [252.0, 21.09999999999991], [254.40000000000146, 13.400000000000091], [260.7999999999993, 13.599999999999909], [267.7000000000007, 13.800000000000182], [386.5, 18.40000000000009], [445.7999999999993, 19.90000000000009], [486.7999999999993, 19.800000000000182], [527.5999999999985, 19.0], [568.7999999999993, 17.40000000000009], [614.0999999999985, 14.699999999999818], [660.0, 11.400000000000091], [715.4000000000015, 7.0], [716.2000000000007, 15.800000000000182], [716.2999999999993, 16.699999999999818], [716.4000000000015, 17.59999999999991], [718.0999999999985, 31.5], [720.4000000000015, 45.19999999999982], [723.2000000000007, 58.90000000000009], [726.4000000000015, 72.5], [733.7000000000007, 99.90000000000009], [745.5, 139.5], [751.2999999999993, 159.5], [756.5999999999985, 179.5999999999999], [761.4000000000015, 200.0999999999999], [765.0999999999985, 220.69999999999982], [766.5999999999985, 232.9000000000001], [767.7000000000007, 245.0999999999999], [768.5, 257.0999999999999], [769.0, 269.1999999999998], [769.5, 293.3000000000002], [769.5, 475.5999999999999], [769.0, 499.5999999999999], [768.5, 511.8000000000002], [767.7000000000007, 523.8000000000002], [766.5999999999985, 535.9000000000001], [765.0999999999985, 548.0999999999999], [761.4000000000015, 568.8000000000002], [756.5999999999985, 589.3000000000002], [751.2999999999993, 609.4000000000001], [745.5, 629.3000000000002], [733.7000000000007, 668.9000000000001], [726.4000000000015, 696.3000000000002], [723.2000000000007, 710.0], [720.4000000000015, 723.6999999999998], [718.0999999999985, 737.4000000000001], [716.4000000000015, 751.3000000000002], [716.2999999999993, 752.0999999999999], [716.2000000000007, 753.0], [715.4000000000015, 761.9000000000001], [660.0, 757.5], [614.0999999999985, 754.0999999999999], [568.7999999999993, 751.5], [527.5999999999985, 749.9000000000001], [486.7999999999993, 749.0], [445.7999999999993, 749.0], [386.5, 750.5], [267.7000000000007, 755.0], [263.59999999999854, 755.0999999999999], [261.0, 755.1999999999998], [254.40000000000146, 755.4000000000001], [252.0, 747.8000000000002], [251.70000000000073, 746.9000000000001], [251.5, 746.0], [248.59999999999854, 736.9000000000001], [245.5, 728.1999999999998], [241.79999999999927, 720.0], [238.20000000000073, 713.9000000000001], [234.09999999999854, 708.0999999999999], [229.40000000000146, 702.5], [226.90000000000146, 699.9000000000001], [224.40000000000146, 697.4000000000001], [219.0, 692.5], [213.20000000000073, 688.0999999999999], [204.5, 682.6999999999998], [195.29999999999927, 678.1999999999998], [185.70000000000073, 674.3000000000002], [180.79999999999927, 672.8000000000002], [175.79999999999927, 671.3000000000002], [165.70000000000073, 669.0], [155.5, 667.5], [148.40000000000146, 667.0], [141.29999999999927, 666.8000000000002], [134.09999999999854, 666.8000000000002], [127.0, 667.1999999999998], [112.59999999999854, 668.5999999999999], [99.5, 670.8000000000002], [92.90000000000146, 672.1999999999998], [86.5, 673.8000000000002], [80.20000000000073, 675.5999999999999], [73.90000000000146, 677.6999999999998], [72.90000000000146, 678.0999999999999], [72.20000000000073, 678.4000000000001], [71.0, 678.9000000000001], [61.599999999998545, 682.4000000000001], [7.700000000000728, 514.0], [19.0, 509.6999999999998], [22.599999999998545, 508.4000000000001], [25.599999999998545, 507.1999999999998], [32.599999999998545, 504.0999999999999], [39.400000000001455, 500.5999999999999], [45.79999999999927, 496.6999999999998], [48.900000000001455, 494.5], [52.0, 492.0], [54.900000000001455, 489.5], [58.29999999999927, 486.1999999999998], [61.400000000001455, 482.6999999999998], [64.29999999999927, 479.0], [66.29999999999927, 476.0], [68.09999999999854, 472.9000000000001], [69.59999999999854, 469.6999999999998], [70.29999999999927, 467.9000000000001], [44.70000000000073, 467.9000000000001], [44.70000000000073, 425.9000000000001], [37.70000000000073, 425.9000000000001], [29.700000000000728, 417.9000000000001], [29.700000000000728, 379.9000000000001], [37.70000000000073, 371.9000000000001], [74.29999999999927, 371.9000000000001], [74.20000000000073, 369.9000000000001], [74.20000000000073, 367.9000000000001], [74.09999999999854, 366.1999999999998], [73.90000000000146, 365.0], [73.79999999999927, 363.8000000000002], [73.5, 361.9000000000001], [73.79999999999927, 360.0], [74.0, 358.9000000000001], [74.09999999999854, 357.6999999999998], [74.20000000000073, 356.0], [74.20000000000073, 354.0], [74.29999999999927, 351.3000000000002], [74.29999999999927, 350.4000000000001], [74.40000000000146, 349.3000000000002], [74.40000000000146, 345.8000000000002], [74.5, 344.0999999999999], [74.5, 341.4000000000001], [74.59999999999854, 339.0], [74.59999999999854, 334.8000000000002], [74.5, 332.4000000000001], [74.40000000000146, 329.6999999999998], [74.40000000000146, 324.4000000000001], [74.29999999999927, 323.4000000000001], [74.29999999999927, 322.5], [74.20000000000073, 319.9000000000001], [74.20000000000073, 317.9000000000001], [74.09999999999854, 316.1999999999998], [73.90000000000146, 315.0], [73.79999999999927, 313.8000000000002], [73.59999999999854, 312.5999999999999], [72.59999999999854, 308.0], [71.29999999999927, 303.5], [69.59999999999854, 299.1999999999998], [68.09999999999854, 295.9000000000001], [66.29999999999927, 292.8000000000002], [64.29999999999927, 289.8000000000002], [61.400000000001455, 286.1999999999998], [58.29999999999927, 282.5999999999999], [54.900000000001455, 279.3000000000002], [52.0, 276.8000000000002], [48.900000000001455, 274.4000000000001], [45.79999999999927, 272.1999999999998], [39.400000000001455, 268.1999999999998], [32.599999999998545, 264.6999999999998], [25.599999999998545, 261.5999999999999], [22.599999999998545, 260.4000000000001], [7.700000000000728, 254.9000000000001], [61.599999999998545, 86.40000000000009], [71.0, 90.0]]"
L0003,s000046,M0003,"[[6774.0, 281.0], [6774.0, 265.0], [7053.200000000001, 265.0], [7053.200000000001, 326.70000000000005], [7053.0, 329.5], [7052.9000000000015, 331.29999999999995], [7052.4000000000015, 333.79999999999995], [7051.700000000001, 336.5], [7050.700000000001, 339.0999999999999], [7049.700000000001, 341.4000000000001], [7048.4000000000015, 343.70000000000005], [7047.0, 346.0], [7045.299999999999, 348.0], [7043.5, 349.79999999999995], [7039.799999999999, 352.5], [7035.799999999999, 354.79999999999995], [7031.5, 356.29999999999995], [7027.5, 357.5], [7023.0999999999985, 358.20000000000005], [7019.0999999999985, 358.5], [6808.0999999999985, 358.5], [6804.0999999999985, 358.20000000000005], [6799.700000000001, 357.5], [6795.700000000001, 356.29999999999995], [6791.4000000000015, 354.79999999999995], [6787.4000000000015, 352.5], [6783.700000000001, 349.79999999999995], [6781.9000000000015, 348.0], [6780.200000000001, 346.0], [6778.799999999999, 343.70000000000005], [6777.5, 341.4000000000001], [6776.5, 339.0999999999999], [6775.5, 336.5], [6774.799999999999, 333.79999999999995], [6774.299999999999, 331.29999999999995], [6774.200000000001, 329.5], [6774.0, 326.70000000000005], [6774.0, 281.0]]"
L0003,s000047,M0003,"[[4801.0, 347.0], [4801.0, 331.0], [5083.200000000001, 331.0], [5083.200000000001, 392.70000000000005], [5083.0, 395.8000000000002], [5082.9000000000015, 397.5], [5082.4000000000015, 400.1999999999998], [5081.700000000001, 402.9000000000001], [5080.700000000001, 405.6999999999998], [5079.5999999999985, 408.0999999999999], [5078.299999999999, 410.4000000000001], [5076.700000000001, 412.9000000000001], [5075.0, 415.0], [5073.0, 417.0], [5069.200000000001, 419.8000000000002], [5065.0, 422.1999999999998], [5060.5999999999985, 423.6999999999998], [5056.4000000000015, 424.9000000000001], [5051.9000000000015, 425.6999999999998], [5047.700000000001, 426.0], [4836.5999999999985, 426.0], [4832.4000000000015, 425.6999999999998], [4827.9000000000015, 424.9000000000001], [4823.700000000001, 423.6999999999998], [4819.299999999999, 422.1999999999998], [4815.0999999999985, 419.8000000000002], [4811.200000000001, 417.0], [4809.200000000001, 415.0], [4807.5, 412.9000000000001], [4806.0, 410.4000000000001], [4804.700000000001, 408.0999999999999], [4803.5999999999985, 405.6999999999998], [4802.5, 402.9000000000001], [4801.9000000000015, 400.1999999999998], [4801.4000000000015, 397.5], [4801.200000000001, 395.8000000000002], [4801.0, 392.70000000000005], [4801.0, 347.0]]"
L0003,s000048,M0003,"[[4446.0, 769.0], [4446.0, 753.0], [4728.200000000001, 753.0], [4728.200000000001, 814.6999999999998], [4728.0, 817.8000000000002], [4727.9000000000015, 819.4000000000001], [4727.4000000000015, 822.1999999999998], [4726.700000000001, 824.9000000000001], [4725.700000000001, 827.6999999999998], [4724.5999999999985, 830.0999999999999], [4723.299999999999, 832.4000000000001], [4721.700000000001, 834.9000000000001], [4720.0, 837.0], [4718.0, 839.0], [4714.200000000001, 841.8000000000002], [4710.0, 844.0999999999999], [4705.5999999999985, 845.6999999999998], [4701.4000000000015, 846.9000000000001], [4696.9000000000015, 847.6999999999998], [4692.700000000001, 848.0], [4481.5999999999985, 848.0], [4477.4000000000015, 847.6999999999998], [4472.9000000000015, 846.9000000000001], [4468.700000000001, 845.6999999999998], [4464.299999999999, 844.0999999999999], [4460.0999999999985, 841.8000000000002], [4456.200000000001, 839.0], [4454.200000000001, 837.0], [4452.5, 834.9000000000001], [4451.0, 832.4000000000001], [4449.700000000001, 830.0999999999999], [4448.5999999999985, 827.6999999999998], [4447.5, 824.9000000000001], [4446.9000000000015, 822.1999999999998], [4446.4000000000015, 819.4000000000001], [4446.200000000001, 817.8000000000002], [4446.0, 814.6999999999998], [4446.0, 769.0]]"
L0003,s000049,M0003,"[[12027.0, 119.0], [12006.400000000001, 115.79999999999995], [11996.099999999999, 114.29999999999995], [11984.400000000001, 112.60000000000002], [11973.599999999999, 111.10000000000002], [11968.099999999999, 110.39999999999998], [11956.400000000001, 109.0], [11954.400000000001, 108.79999999999995], [11952.199999999997, 108.5], [11941.699999999997, 107.20000000000005], [11931.199999999997, 106.29999999999995], [11917.199999999997, 105.0], [11903.099999999999, 104.0], [11889.199999999997, 103.10000000000002], [11875.099999999999, 102.5], [11858.900000000001, 102.0], [11842.400000000001, 101.60000000000002], [11821.5, 101.5], [11777.0, 101.5], [11756.099999999999, 101.70000000000005], [11739.599999999999, 102.0], [11723.400000000001, 102.60000000000002], [11709.300000000003, 103.20000000000005], [11695.400000000001, 104.10000000000002], [11681.300000000003, 105.10000000000002], [11667.400000000001, 106.29999999999995], [11656.800000000003, 107.39999999999998], [11646.300000000003, 108.60000000000002], [11644.199999999997, 108.89999999999998], [11642.099999999999, 109.10000000000002], [11640.0, 109.39999999999998], [11636.599999999999, 109.79999999999995], [11630.5, 110.60000000000002], [11624.900000000001, 111.20000000000005], [11614.099999999999, 112.79999999999995], [11602.5, 114.5], [11592.099999999999, 116.0], [11571.5, 119.10000000000002], [11567.400000000001, 38.700000000000045], [11587.699999999997, 41.60000000000002], [11599.300000000003, 43.10000000000002], [11611.400000000001, 44.60000000000002], [11623.300000000003, 45.89999999999998], [11626.0, 46.10000000000002], [11627.599999999999, 46.200000000000045], [11629.800000000003, 46.299999999999955], [11631.199999999997, 46.39999999999998], [11632.800000000003, 46.5], [11633.900000000001, 46.60000000000002], [11644.199999999997, 47.10000000000002], [11654.800000000003, 47.5], [11665.199999999997, 47.700000000000045], [11683.099999999999, 47.700000000000045], [11700.5, 47.39999999999998], [11708.099999999999, 47.200000000000045], [11715.699999999997, 47.0], [11728.099999999999, 46.60000000000002], [11738.0, 46.39999999999998], [11755.300000000003, 46.200000000000045], [11765.5, 46.10000000000002], [11799.199999999997, 46.10000000000002], [11833.0, 46.0], [11843.099999999999, 46.200000000000045], [11860.5, 46.39999999999998], [11865.699999999997, 46.5], [11870.400000000001, 46.60000000000002], [11875.199999999997, 46.700000000000045], [11882.800000000003, 46.89999999999998], [11890.400000000001, 47.10000000000002], [11898.0, 47.299999999999955], [11915.400000000001, 47.700000000000045], [11933.300000000003, 47.60000000000002], [11943.699999999997, 47.39999999999998], [11954.300000000003, 47.0], [11964.599999999999, 46.5], [11965.699999999997, 46.39999999999998], [11967.300000000003, 46.299999999999955], [11968.699999999997, 46.200000000000045], [11970.900000000001, 46.0], [11972.5, 45.89999999999998], [11975.099999999999, 45.700000000000045], [11987.099999999999, 44.5], [11999.099999999999, 43.0], [12010.699999999997, 41.5], [12031.099999999999, 38.5], [12027.0, 119.0]]"
L0003,s000050,M0003,"[[8680.0, 23.0], [8680.0, 7.0], [8959.099999999999, 7.0], [8959.099999999999, 68.70000000000005], [8958.900000000001, 71.40000000000009], [8958.800000000003, 73.19999999999982], [8958.300000000003, 75.80000000000018], [8957.599999999999, 78.40000000000009], [8956.599999999999, 81.09999999999991], [8955.599999999999, 83.30000000000018], [8954.400000000001, 85.59999999999991], [8952.900000000001, 88.0], [8951.300000000003, 89.90000000000009], [8949.400000000001, 91.80000000000018], [8945.800000000003, 94.5], [8941.699999999997, 96.80000000000018], [8937.5, 98.30000000000018], [8933.400000000001, 99.40000000000009], [8929.0, 100.19999999999982], [8925.0, 100.5], [8714.099999999999, 100.5], [8710.0, 100.19999999999982], [8705.599999999999, 99.40000000000009], [8701.599999999999, 98.30000000000018], [8697.300000000003, 96.80000000000018], [8693.300000000003, 94.5], [8689.599999999999, 91.80000000000018], [8687.800000000003, 89.90000000000009], [8686.199999999997, 88.0], [8684.699999999997, 85.59999999999991], [8683.400000000001, 83.30000000000018], [8682.400000000001, 81.09999999999991], [8681.400000000001, 78.40000000000009], [8680.699999999997, 75.80000000000018], [8680.300000000003, 73.19999999999982], [8680.099999999999, 71.40000000000009], [8680.0, 68.70000000000005], [8680.0, 23.0]]"
L0003,s000051,M0003,"[[13955.0, 1547.0], [13957.900000000001, 1547.6], [13961.099999999999, 1548.4], [13964.099999999999, 1549.3000000000002], [13967.099999999999, 1550.5], [13970.099999999999, 1551.9], [13973.099999999999, 1553.9], [13975.900000000001, 1556.3000000000002], [13978.0, 1558.9], [13979.199999999997, 1560.6999999999998], [13980.199999999997, 1562.8000000000002], [13981.0, 1564.9], [13981.599999999999, 1566.9], [13982.0, 1568.8000000000002], [13982.400000000001, 1570.5], [13984.699999999997, 1585.1999999999998], [13974.5, 1588.0], [13970.599999999999, 1588.8000000000002], [13967.199999999997, 1589.5], [13963.300000000003, 1590.4], [13958.300000000003, 1591.1999999999998], [13953.400000000001, 1591.8000000000002], [13944.099999999999, 1592.8000000000002], [13943.300000000003, 1592.9], [13942.599999999999, 1592.9], [13939.900000000001, 1593.1], [13934.199999999997, 1593.5], [13924.300000000003, 1593.9], [13911.800000000003, 1593.6999999999998], [13899.5, 1593.1999999999998], [13887.800000000003, 1592.6], [13884.599999999999, 1592.4], [13878.599999999999, 1591.9], [13877.699999999997, 1591.8000000000002], [13876.900000000001, 1591.8000000000002], [13876.0, 1591.6999999999998], [13856.699999999997, 1590.3000000000002], [13836.300000000003, 1589.1999999999998], [13830.699999999997, 1588.9], [13823.800000000003, 1588.6], [13817.5, 1588.3000000000002], [13816.900000000001, 1588.1999999999998], [13815.400000000001, 1588.1999999999998], [13791.5, 1587.3000000000002], [13777.5, 1586.6999999999998], [13748.599999999999, 1586.0], [13735.5, 1586.1], [13722.300000000003, 1586.0], [13693.5, 1586.6999999999998], [13679.400000000001, 1587.1999999999998], [13655.599999999999, 1588.1], [13654.599999999999, 1588.1], [13654.099999999999, 1588.1999999999998], [13653.5, 1588.1999999999998], [13647.099999999999, 1588.5], [13640.199999999997, 1588.8000000000002], [13634.599999999999, 1589.1], [13614.199999999997, 1590.1999999999998], [13594.900000000001, 1591.5], [13594.099999999999, 1591.6], [13593.300000000003, 1591.6999999999998], [13592.300000000003, 1591.6999999999998], [13586.300000000003, 1592.1999999999998], [13583.199999999997, 1592.4], [13571.400000000001, 1593.0], [13559.199999999997, 1593.6], [13546.699999999997, 1593.6999999999998], [13536.699999999997, 1593.3000000000002], [13534.5, 1593.1], [13531.0, 1592.9], [13528.599999999999, 1592.6999999999998], [13527.599999999999, 1592.6], [13526.900000000001, 1592.6], [13517.5, 1591.6], [13512.699999999997, 1591.0], [13507.699999999997, 1590.1], [13503.800000000003, 1589.3000000000002], [13500.300000000003, 1588.5], [13496.400000000001, 1587.6999999999998], [13486.199999999997, 1584.9], [13488.5, 1570.3000000000002], [13488.900000000001, 1568.6], [13489.400000000001, 1566.6], [13490.0, 1564.6999999999998], [13490.699999999997, 1562.6], [13491.800000000003, 1560.5], [13493.0, 1558.6999999999998], [13495.099999999999, 1556.0], [13497.900000000001, 1553.6], [13500.900000000001, 1551.6999999999998], [13503.900000000001, 1550.1999999999998], [13506.900000000001, 1549.1], [13509.900000000001, 1548.1999999999998], [13513.099999999999, 1547.3000000000002], [13516.0, 1546.8000000000002], [13518.300000000003, 1546.5], [13524.800000000003, 1545.6999999999998], [13529.5, 1545.1999999999998], [13535.099999999999, 1544.6999999999998], [13551.199999999997, 1543.3000000000002], [13552.300000000003, 1543.3000000000002], [13552.800000000003, 1543.1999999999998], [13553.099999999999, 1543.1999999999998], [13559.699999999997, 1542.8000000000002], [13567.099999999999, 1542.3000000000002], [13570.900000000001, 1542.1], [13575.300000000003, 1541.9], [13596.300000000003, 1540.6999999999998], [13616.900000000001, 1539.8000000000002], [13637.199999999997, 1539.0], [13638.300000000003, 1539.0], [13642.699999999997, 1538.8000000000002], [13644.400000000001, 1538.8000000000002], [13647.0, 1538.6999999999998], [13658.0, 1538.4], [13673.599999999999, 1538.1999999999998], [13682.800000000003, 1538.0], [13691.699999999997, 1537.9], [13706.800000000003, 1537.6999999999998], [13721.400000000001, 1537.6], [13735.5, 1537.6999999999998], [13749.599999999999, 1537.6], [13779.300000000003, 1537.9], [13788.199999999997, 1538.0], [13797.400000000001, 1538.3000000000002], [13813.0, 1538.5], [13824.0, 1538.8000000000002], [13828.300000000003, 1538.9], [13832.0, 1539.0], [13832.699999999997, 1539.1], [13833.800000000003, 1539.1], [13835.599999999999, 1539.1999999999998], [13854.099999999999, 1539.9], [13874.699999999997, 1540.9], [13895.599999999999, 1542.0], [13900.099999999999, 1542.3000000000002], [13903.900000000001, 1542.5], [13908.400000000001, 1542.8000000000002], [13917.900000000001, 1543.4], [13918.199999999997, 1543.4], [13918.699999999997, 1543.5], [13919.800000000003, 1543.5], [13935.800000000003, 1544.9], [13941.5, 1545.4], [13946.199999999997, 1545.9], [13952.699999999997, 1546.6999999999998], [13955.0, 1547.0]]"
L0003,s000052,M0003,"[[4465.0, 897.0], [4477.199999999997, 896.1], [4489.4000000000015, 895.0], [4514.5, 892.4], [4546.300000000003, 888.4], [4578.0, 883.9], [4594.300000000003, 881.4], [4610.5, 878.9], [4626.699999999997, 876.1], [4642.800000000003, 873.1], [4659.0999999999985, 869.9], [4675.4000000000015, 866.5], [4708.199999999997, 859.5], [4748.699999999997, 850.7], [4769.0999999999985, 846.5], [4789.5999999999985, 842.5], [4796.300000000003, 841.2], [4813.199999999997, 838.0], [4839.5, 833.4], [4856.4000000000015, 830.7], [4869.0999999999985, 828.7], [4875.5, 827.8], [4881.9000000000015, 826.9], [4889.199999999997, 826.1], [4896.5, 825.4], [4903.800000000003, 824.7], [4911.0999999999985, 824.0], [4918.699999999997, 823.4], [4926.4000000000015, 822.9], [4934.300000000003, 822.3], [4942.5, 821.7], [4948.4000000000015, 821.4], [4954.5, 821.0], [4960.5999999999985, 820.6], [4966.800000000003, 820.4], [4979.0999999999985, 819.7], [4985.0999999999985, 819.4], [4991.0, 819.1], [4996.5999999999985, 818.8], [5002.0, 818.6], [5007.0999999999985, 818.3], [5012.199999999997, 818.0], [5016.5, 818.0], [5018.5999999999985, 817.8], [5020.699999999997, 817.7], [5022.300000000003, 817.8], [5023.4000000000015, 817.7], [5025.4000000000015, 817.5], [5031.4000000000015, 817.5], [5034.199999999997, 817.6], [5035.5, 817.6], [5036.5999999999985, 817.7], [5036.699999999997, 819.1], [5036.9000000000015, 820.8], [5037.199999999997, 824.5], [5037.5, 828.5], [5037.800000000003, 832.5], [5038.0999999999985, 835.5], [5038.300000000003, 838.6], [5038.699999999997, 841.7], [5039.4000000000015, 848.4], [5040.300000000003, 855.2], [5040.9000000000015, 860.4], [5041.5999999999985, 865.3], [5043.199999999997, 874.8], [5045.0, 884.2], [5047.0999999999985, 893.7], [5048.4000000000015, 898.9], [5049.9000000000015, 904.2], [5051.300000000003, 909.2], [5053.800000000003, 916.2], [5057.199999999997, 927.8], [5057.0, 940.8], [5057.0, 945.4000000000001], [5057.0999999999985, 950.0], [5057.5, 959.5], [5058.0, 966.9000000000001], [5058.5, 974.4000000000001], [5059.199999999997, 981.8], [5060.0, 989.0999999999999], [5061.300000000003, 1000.9000000000001], [5062.699999999997, 1012.8], [5064.300000000003, 1024.2], [5066.0999999999985, 1035.5], [5067.699999999997, 1045.1], [5069.5, 1054.6], [5071.4000000000015, 1064.2], [5072.5999999999985, 1069.7], [5073.9000000000015, 1075.2], [5075.5999999999985, 1082.9], [5077.4000000000015, 1090.6], [5078.199999999997, 1094.3], [5079.0, 1097.9], [5079.699999999997, 1101.3], [5080.4000000000015, 1104.4], [4891.800000000003, 1121.1], [4890.699999999997, 1121.4], [4889.699999999997, 1121.6], [4888.5, 1121.9], [4885.9000000000015, 1122.6], [4883.300000000003, 1123.3], [4881.0999999999985, 1123.9], [4879.0999999999985, 1124.5], [4874.800000000003, 1125.7], [4866.0, 1128.7], [4861.699999999997, 1130.4], [4857.5, 1132.2], [4852.5999999999985, 1134.7], [4847.800000000003, 1137.3], [4843.4000000000015, 1139.9], [4839.0999999999985, 1142.9], [4836.199999999997, 1145.3], [4833.300000000003, 1147.9], [4830.5999999999985, 1150.5], [4828.0, 1153.4], [4825.5, 1156.3], [4821.0999999999985, 1162.5], [4817.5999999999985, 1168.7], [4815.800000000003, 1172.5], [4814.699999999997, 1175.1], [4813.4000000000015, 1178.5], [4812.199999999997, 1181.8], [4811.199999999997, 1185.2], [4810.199999999997, 1188.9], [4809.300000000003, 1192.6], [4808.300000000003, 1196.5], [4807.5999999999985, 1200.4], [4806.199999999997, 1208.7], [4805.699999999997, 1212.3], [4805.300000000003, 1216.0], [4805.0, 1220.1], [4804.9000000000015, 1222.3], [4804.699999999997, 1224.6], [4804.5999999999985, 1227.2], [4804.4000000000015, 1229.5], [4804.4000000000015, 1234.6], [4804.300000000003, 1236.6], [4804.4000000000015, 1238.3], [4804.4000000000015, 1242.1], [4804.5, 1244.2], [4804.5, 1245.1], [4804.5999999999985, 1245.9], [4804.5999999999985, 1246.8], [4803.4000000000015, 1247.6], [4802.0999999999985, 1248.5], [4800.5999999999985, 1249.5], [4799.199999999997, 1250.5], [4797.9000000000015, 1251.6], [4796.4000000000015, 1252.5], [4795.0, 1253.8], [4793.699999999997, 1254.7], [4792.4000000000015, 1254.1], [4790.9000000000015, 1253.3], [4787.699999999997, 1251.7], [4785.9000000000015, 1250.7], [4784.0999999999985, 1249.7], [4782.0, 1248.6], [4779.800000000003, 1247.5], [4777.0999999999985, 1246.1], [4774.199999999997, 1244.5], [4771.5, 1243.1], [4768.5, 1241.6], [4765.4000000000015, 1240.0], [4759.0999999999985, 1236.7], [4752.4000000000015, 1233.4], [4749.300000000003, 1231.8], [4746.0999999999985, 1230.2], [4744.9000000000015, 1229.7], [4738.5, 1226.6], [4731.4000000000015, 1223.1], [4724.5999999999985, 1220.0], [4718.0, 1217.2], [4711.4000000000015, 1214.4], [4705.0999999999985, 1211.7], [4698.800000000003, 1209.2], [4692.199999999997, 1206.7], [4686.300000000003, 1204.5], [4680.300000000003, 1202.2], [4674.199999999997, 1200.0], [4668.0999999999985, 1197.9], [4661.800000000003, 1195.9], [4655.5, 1193.9], [4649.199999999997, 1191.9], [4642.9000000000015, 1190.2], [4631.9000000000015, 1187.2], [4620.9000000000015, 1184.6], [4609.9000000000015, 1182.1], [4604.300000000003, 1181.0], [4598.699999999997, 1180.0], [4588.4000000000015, 1178.1], [4578.0999999999985, 1176.4], [4567.5999999999985, 1174.8], [4557.4000000000015, 1173.2], [4546.9000000000015, 1171.9], [4536.4000000000015, 1170.7], [4515.5, 1168.4], [4490.300000000003, 1166.0], [4465.800000000003, 1164.1], [4454.699999999997, 1163.4], [4444.0999999999985, 1162.8], [4423.0999999999985, 1161.9], [4380.5999999999985, 1160.5], [4328.300000000003, 1158.7], [4288.0, 1157.1], [4273.4000000000015, 1156.5], [4258.9000000000015, 1156.0], [4246.9000000000015, 1155.6], [4234.9000000000015, 1155.1], [4223.0999999999985, 1154.7], [4211.300000000003, 1154.3], [4187.699999999997, 1153.5], [4175.9000000000015, 1153.1], [4163.800000000003, 1152.7], [4151.800000000003, 1152.3], [4139.5, 1151.9], [4126.9000000000015, 1151.5], [4114.199999999997, 1151.1], [4101.300000000003, 1150.8], [4088.0, 1150.4], [4074.300000000003, 1150.0], [4060.4000000000015, 1149.6], [4051.0, 1149.3], [4041.199999999997, 1148.8], [4031.5999999999985, 1148.5], [4021.9000000000015, 1148.3], [4002.9000000000015, 1147.9], [3993.5, 1147.5], [3984.5999999999985, 1147.3], [3976.0, 1147.5], [3967.5, 1147.8], [3959.5, 1147.9], [3955.5999999999985, 1148.0], [3948.699999999997, 1148.1], [3938.9000000000015, 1148.3], [3933.0999999999985, 1148.5], [3930.9000000000015, 1148.5], [3928.5, 1148.6], [3928.5, 912.5], [3929.4000000000015, 912.5], [3930.800000000003, 912.6], [3932.4000000000015, 912.7], [3934.4000000000015, 912.7], [3936.5999999999985, 912.8], [3939.0, 912.9], [3941.5, 913.0], [3943.9000000000015, 913.0], [3946.199999999997, 913.1], [3948.800000000003, 913.1], [3952.0999999999985, 913.2], [3958.699999999997, 913.4], [3965.5, 913.6], [3972.9000000000015, 913.8], [3980.5, 914.1], [3984.4000000000015, 914.1], [3988.300000000003, 913.9], [3996.4000000000015, 913.8], [4004.5999999999985, 913.7], [4021.199999999997, 913.5], [4029.5, 913.4], [4037.699999999997, 913.1], [4046.0, 912.7], [4053.9000000000015, 912.4], [4069.4000000000015, 911.7], [4084.5999999999985, 911.1], [4099.300000000003, 910.6], [4113.5999999999985, 910.2], [4127.4000000000015, 909.8], [4141.0999999999985, 909.3], [4154.5, 908.9], [4167.699999999997, 908.4], [4180.5999999999985, 908.0], [4193.5, 907.5], [4206.5, 906.9], [4232.4000000000015, 906.0], [4245.4000000000015, 905.5], [4258.5999999999985, 905.0], [4273.5, 904.4], [4288.5999999999985, 903.8], [4303.9000000000015, 903.2], [4332.0, 902.2], [4384.0, 900.5], [4424.5999999999985, 899.0], [4444.800000000003, 898.2], [4465.0, 897.0]]"
L0003,s000053,M0003,"[[8443.0, 1528.0], [9013.0, 1528.0], [9013.0, 1593.0], [8443.0, 1593.0], [8443.0, 1528.0]]"
