下料批次号,零件号,面料号,零件外轮廓线坐标
L0004,s000037,M0004,"[[2259.0, 277.0], [2799.0, 277.0], [2799.0, 342.0], [2259.0, 342.0], [2259.0, 277.0]]"
L0004,s000038,M0004,"[[2444.0, 1035.0], [2444.0, 1095.6999999999998], [2311.7000000000007, 1095.6999999999998], [2311.7000000000007, 1035.0], [2444.0, 1035.0]]"
L0004,s000039,M0004,"[[9664.0, 7.0], [9664.0, 75.0], [9462.8, 75.0], [9462.8, 7.0], [9664.0, 7.0]]"
L0004,s000040,M0004,"[[2923.0, 91.0], [3223.0, 91.0], [3223.0, 131.0], [2923.0, 131.0], [2923.0, 91.0]]"
L0004,s000041,M0004,"[[15565.0, 415.0], [15565.0, 505.0], [15370.0, 505.0], [15370.0, 415.0], [15565.0, 415.0]]"
L0004,s000042,M0004,"[[8950.0, 307.0], [8949.2, 306.9000000000001], [8937.099999999999, 305.0999999999999], [8921.3, 302.5999999999999], [8905.599999999999, 300.0], [8882.400000000001, 296.4000000000001], [8859.099999999999, 293.0], [8836.099999999999, 289.8000000000002], [8813.099999999999, 286.8000000000002], [8790.599999999999, 284.1999999999998], [8768.099999999999, 281.6999999999998], [8740.900000000001, 279.0999999999999], [8713.7, 276.5999999999999], [8691.599999999999, 274.8000000000002], [8669.5, 273.1999999999998], [8652.0, 272.0], [8634.400000000001, 271.0], [8599.3, 269.4000000000001], [8560.599999999999, 267.6999999999998], [8523.5, 266.3000000000002], [8480.599999999999, 264.8000000000002], [8450.900000000001, 263.8000000000002], [8421.3, 263.0], [8391.8, 262.3000000000002], [8362.3, 261.9000000000001], [8334.2, 261.5999999999999], [8306.099999999999, 261.5], [8277.8, 261.4000000000001], [8249.0, 261.4000000000001], [8226.5, 261.3000000000002], [8204.0, 261.3000000000002], [8193.0, 261.1999999999998], [8150.4000000000015, 261.1999999999998], [8144.799999999999, 261.3000000000002], [8133.0, 261.3000000000002], [8126.5999999999985, 261.4000000000001], [8116.200000000001, 261.4000000000001], [8112.4000000000015, 261.5], [8112.4000000000015, 53.0], [8125.9000000000015, 53.0], [8132.4000000000015, 53.09999999999991], [8197.0, 53.09999999999991], [8231.0, 53.0], [8266.900000000001, 52.69999999999982], [8302.599999999999, 52.40000000000009], [8350.599999999999, 52.09999999999991], [8396.7, 51.5], [8417.599999999999, 51.30000000000018], [8438.5, 51.0], [8464.7, 50.30000000000018], [8490.8, 49.40000000000009], [8527.7, 48.19999999999982], [8546.3, 47.5], [8564.8, 46.69999999999982], [8598.7, 45.19999999999982], [8649.900000000001, 42.80000000000018], [8675.400000000001, 41.5], [8700.900000000001, 39.80000000000018], [8732.400000000001, 37.30000000000018], [8763.900000000001, 34.30000000000018], [8790.0, 31.59999999999991], [8816.099999999999, 28.699999999999818], [8842.0, 25.5], [8867.7, 22.0], [8889.5, 18.800000000000182], [8911.3, 15.300000000000182], [8922.3, 13.5], [8933.400000000001, 11.699999999999818], [8944.7, 9.800000000000182], [8956.099999999999, 7.900000000000091], [8958.8, 13.199999999999818], [8961.7, 18.5], [8964.400000000001, 22.5], [8967.599999999999, 26.800000000000182], [8970.099999999999, 29.800000000000182], [8972.7, 32.59999999999991], [8976.5, 36.0], [8980.599999999999, 39.0], [8984.2, 41.09999999999991], [8987.900000000001, 43.0], [8991.900000000001, 44.59999999999991], [8995.900000000001, 45.90000000000009], [9001.599999999999, 47.40000000000009], [9005.2, 48.19999999999982], [9007.400000000001, 48.69999999999982], [9015.2, 49.90000000000009], [9023.0, 50.59999999999991], [9030.8, 51.19999999999982], [9035.5, 51.69999999999982], [9040.099999999999, 52.19999999999982], [9049.5, 53.5], [9057.8, 54.40000000000009], [9066.2, 55.30000000000018], [9074.599999999999, 56.09999999999991], [9083.099999999999, 56.90000000000009], [9098.3, 58.5], [9113.400000000001, 60.30000000000018], [9120.8, 61.30000000000018], [9128.0, 62.19999999999982], [9134.900000000001, 63.09999999999991], [9141.5, 64.0], [9146.8, 64.69999999999982], [9149.5, 65.09999999999991], [9152.3, 65.40000000000009], [9155.3, 65.80000000000018], [9158.5, 66.30000000000018], [9162.0, 66.80000000000018], [9165.900000000001, 67.30000000000018], [9165.7, 75.69999999999982], [9165.400000000001, 84.40000000000009], [9165.0, 101.90000000000009], [9164.8, 117.09999999999991], [9164.7, 132.19999999999982], [9164.8, 150.0999999999999], [9165.0, 157.5999999999999], [9165.3, 165.19999999999982], [9166.3, 180.0999999999999], [9167.400000000001, 193.0999999999999], [9168.099999999999, 199.5999999999999], [9168.8, 206.19999999999982], [9169.8, 215.30000000000018], [9170.8, 224.5999999999999], [9171.8, 233.9000000000001], [9172.7, 243.0999999999999], [9173.7, 252.0999999999999], [9174.599999999999, 260.6999999999998], [9175.0, 264.8000000000002], [9175.400000000001, 268.6999999999998], [9175.8, 272.5], [9176.2, 276.0999999999999], [8998.599999999999, 310.5], [8998.7, 311.3000000000002], [8998.8, 312.5], [8990.7, 311.6999999999998], [8982.5, 310.9000000000001], [8965.8, 309.0], [8950.0, 307.0]]"
L0004,s000043,M0004,"[[3612.0, 1274.0], [3612.0, 1234.0], [3912.0, 1234.0], [3912.0, 1274.0], [3612.0, 1274.0]]"
L0004,s000044,M0004,"[[10478.0, 329.0], [10428.0, 329.0], [10188.7, 283.70000000000005], [10177.3, 271.9000000000001], [10177.3, 221.9000000000001], [10178.5, 221.29999999999995], [10179.599999999999, 220.79999999999995], [10181.7, 219.70000000000005], [10185.7, 217.5999999999999], [10189.7, 215.4000000000001], [10193.8, 213.0], [10197.8, 210.5999999999999], [10202.7, 207.5], [10207.5, 204.4000000000001], [10209.5, 202.9000000000001], [10211.599999999999, 201.4000000000001], [10213.599999999999, 199.70000000000005], [10215.5, 198.0], [10218.900000000001, 194.5999999999999], [10221.900000000001, 190.9000000000001], [10224.8, 187.29999999999995], [10226.099999999999, 185.5], [10227.3, 183.79999999999995], [10228.8, 183.70000000000005], [10232.7, 183.0999999999999], [10235.099999999999, 182.79999999999995], [10237.3, 182.5], [10239.400000000001, 182.20000000000005], [10241.400000000001, 182.0], [10245.3, 181.5], [10247.7, 181.29999999999995], [10250.2, 181.0999999999999], [10255.5, 180.5999999999999], [10260.900000000001, 180.29999999999995], [10266.5, 180.0], [10272.2, 179.79999999999995], [10278.0, 179.70000000000005], [10333.7, 179.70000000000005], [10339.400000000001, 179.79999999999995], [10344.599999999999, 180.0], [10349.599999999999, 180.20000000000005], [10359.7, 180.79999999999995], [10372.900000000001, 181.4000000000001], [10379.599999999999, 181.79999999999995], [10386.3, 182.29999999999995], [10393.7, 182.9000000000001], [10401.099999999999, 183.5999999999999], [10415.8, 185.20000000000005], [10430.7, 186.9000000000001], [10438.2, 187.79999999999995], [10445.8, 188.79999999999995], [10456.3, 190.20000000000005], [10466.7, 191.70000000000005], [10471.900000000001, 192.4000000000001], [10476.900000000001, 193.20000000000005], [10481.8, 193.9000000000001], [10486.599999999999, 194.5999999999999], [10486.599999999999, 244.5999999999999], [10478.0, 329.0]]"
L0004,s000045,M0004,"[[13487.0, 311.0], [13493.7, 309.4000000000001], [13510.400000000001, 305.3000000000002], [13527.2, 301.4000000000001], [13535.5, 299.5], [13543.599999999999, 297.5999999999999], [13551.599999999999, 295.8000000000002], [13559.2, 294.0999999999999], [13566.5, 292.4000000000001], [13573.400000000001, 290.8000000000002], [13585.2, 328.6999999999998], [13587.099999999999, 328.3000000000002], [13588.8, 328.0], [13590.400000000001, 327.5999999999999], [13591.8, 327.3000000000002], [13594.3, 326.8000000000002], [13596.7, 326.3000000000002], [13600.099999999999, 325.5999999999999], [13603.7, 324.8000000000002], [13607.5, 324.0], [13611.400000000001, 323.1999999999998], [13619.5, 321.5], [13625.2, 320.3000000000002], [13627.7, 319.8000000000002], [13638.099999999999, 317.5999999999999], [13648.3, 315.5999999999999], [13668.3, 311.6999999999998], [13691.2, 307.5], [13702.8, 305.5], [13714.400000000001, 303.5999999999999], [13731.7, 301.0999999999999], [13741.099999999999, 299.6999999999998], [13750.599999999999, 298.5], [13764.8, 296.8000000000002], [13779.0, 295.4000000000001], [13793.7, 294.0999999999999], [13808.400000000001, 293.1999999999998], [13826.0, 292.4000000000001], [13843.5, 291.9000000000001], [13862.099999999999, 291.4000000000001], [13880.599999999999, 291.0999999999999], [13895.099999999999, 291.1999999999998], [13909.5, 291.4000000000001], [13930.5, 292.0], [13949.400000000001, 292.6999999999998], [13968.400000000001, 293.6999999999998], [13979.7, 294.4000000000001], [13990.900000000001, 295.1999999999998], [14001.900000000001, 295.9000000000001], [14007.3, 296.1999999999998], [14012.5, 296.5999999999999], [14018.400000000001, 296.9000000000001], [14024.400000000001, 297.3000000000002], [14027.599999999999, 297.4000000000001], [14030.900000000001, 297.5999999999999], [14034.3, 297.8000000000002], [14038.0, 298.0], [14038.0, 308.9000000000001], [14033.900000000001, 311.5], [14030.0, 314.0], [14022.5, 318.6999999999998], [14012.0, 325.1999999999998], [14001.2, 331.8000000000002], [13989.5, 338.8000000000002], [13977.7, 345.5999999999999], [13967.599999999999, 351.4000000000001], [13957.5, 357.4000000000001], [13950.2, 362.0999999999999], [13943.2, 367.0999999999999], [13939.900000000001, 369.8000000000002], [13936.599999999999, 372.6999999999998], [13930.599999999999, 378.9000000000001], [13928.2, 381.5], [13926.0, 384.1999999999998], [13924.0, 387.0999999999999], [13922.099999999999, 390.0999999999999], [13920.3, 393.5], [13918.7, 397.0999999999999], [13917.400000000001, 400.8000000000002], [13916.3, 404.5999999999999], [13914.900000000001, 411.1999999999998], [13914.0, 417.9000000000001], [13913.5, 422.5], [13913.2, 427.0999999999999], [13913.2, 430.5], [13913.3, 433.1999999999998], [13913.7, 439.3000000000002], [13914.599999999999, 446.5999999999999], [13915.8, 453.8000000000002], [13916.8, 458.5], [13918.0, 463.1999999999998], [13919.2, 467.8000000000002], [13920.400000000001, 472.1999999999998], [13917.8, 480.1999999999998], [13914.599999999999, 479.9000000000001], [13911.7, 479.5999999999999], [13908.8, 479.3000000000002], [13906.2, 479.0999999999999], [13901.0, 478.5999999999999], [13896.0, 478.0999999999999], [13886.7, 477.1999999999998], [13877.099999999999, 476.3000000000002], [13857.5, 474.3000000000002], [13840.400000000001, 472.5999999999999], [13823.599999999999, 471.0999999999999], [13813.3, 470.5], [13802.900000000001, 469.9000000000001], [13782.099999999999, 469.1999999999998], [13769.5, 469.0], [13757.0, 469.0], [13740.0, 469.1999999999998], [13723.099999999999, 469.6999999999998], [13709.3, 470.0], [13695.599999999999, 470.5], [13679.0, 471.5999999999999], [13662.5, 472.9000000000001], [13643.400000000001, 474.4000000000001], [13624.400000000001, 476.0], [13592.599999999999, 479.0], [13591.2, 479.1999999999998], [13569.400000000001, 481.5999999999999], [13550.900000000001, 483.9000000000001], [13536.7, 485.9000000000001], [13532.5, 486.5], [13514.599999999999, 489.4000000000001], [13496.599999999999, 492.4000000000001], [13459.3, 507.5], [13456.400000000001, 497.0999999999999], [13453.5, 486.8000000000002], [13447.8, 466.4000000000001], [13442.099999999999, 446.3000000000002], [13436.400000000001, 426.0], [13429.8, 402.6999999999998], [13423.2, 379.1999999999998], [13416.599999999999, 356.0], [13413.3, 344.5], [13410.099999999999, 333.0999999999999], [13413.5, 332.0], [13416.7, 331.0], [13419.7, 330.0999999999999], [13422.5, 329.1999999999998], [13425.099999999999, 328.3000000000002], [13427.599999999999, 327.5], [13432.2, 326.0999999999999], [13436.400000000001, 324.8000000000002], [13440.5, 323.5], [13444.400000000001, 322.4000000000001], [13448.3, 321.1999999999998], [13455.099999999999, 319.3000000000002], [13462.2, 317.4000000000001], [13469.7, 315.4000000000001], [13477.5, 313.4000000000001], [13485.5, 311.4000000000001], [13487.0, 311.0]]"
L0004,s000046,M0004,"[[15809.0, 1077.0], [15836.7, 1210.3], [15784.099999999999, 1210.2], [15754.8, 1069.4], [15809.0, 1077.0]]"
L0004,s000047,M0004,"[[4599.0, 252.0], [4600.299999999999, 276.9000000000001], [4287.799999999999, 293.5], [4286.5, 268.5], [4599.0, 252.0]]"
L0004,s000048,M0004,"[[12210.0, 1374.0], [12210.7, 1175.6], [12215.099999999999, 1175.6999999999998], [12220.0, 1175.6999999999998], [12225.099999999999, 1175.8000000000002], [12230.400000000001, 1175.9], [12246.900000000001, 1176.1999999999998], [12252.3, 1176.4], [12261.0, 1176.6], [12269.5, 1176.9], [12287.7, 1178.0], [12290.599999999999, 1178.1999999999998], [12305.900000000001, 1179.5], [12324.3, 1181.3000000000002], [12342.599999999999, 1183.1999999999998], [12383.099999999999, 1187.6999999999998], [12428.0, 1192.6999999999998], [12463.0, 1196.6], [12479.900000000001, 1198.5], [12488.3, 1199.4], [12496.8, 1200.1], [12508.599999999999, 1200.8000000000002], [12520.5, 1201.5], [12530.2, 1202.0], [12535.099999999999, 1202.1999999999998], [12539.900000000001, 1202.1999999999998], [12544.8, 1202.1], [12549.599999999999, 1201.8000000000002], [12559.3, 1201.0], [12574.900000000001, 1199.1], [12589.3, 1197.0], [12590.5, 1196.8000000000002], [12606.099999999999, 1194.1999999999998], [12621.599999999999, 1191.4], [12639.5, 1187.9], [12652.7, 1185.1], [12665.8, 1182.1999999999998], [12678.900000000001, 1179.5], [12692.2, 1176.9], [12702.099999999999, 1175.1999999999998], [12712.099999999999, 1173.5], [12716.900000000001, 1172.6999999999998], [12721.7, 1171.9], [12726.3, 1171.1], [12730.599999999999, 1170.3000000000002], [12734.2, 1169.6999999999998], [12737.900000000001, 1169.0], [12739.900000000001, 1168.6], [12742.099999999999, 1168.1999999999998], [12744.5, 1167.6999999999998], [12747.0, 1167.1999999999998], [12749.7, 1178.9], [12752.0, 1179.1], [12754.099999999999, 1179.1999999999998], [12758.0, 1179.4], [12761.5, 1179.6], [12764.8, 1179.8000000000002], [12768.5, 1180.0], [12772.3, 1180.1], [12780.099999999999, 1180.3000000000002], [12788.2, 1180.4], [12796.3, 1180.6], [12807.2, 1180.6999999999998], [12814.2, 1180.6], [12817.900000000001, 1180.6], [12826.5, 1180.1], [12835.099999999999, 1179.6], [12847.2, 1178.6999999999998], [12859.400000000001, 1177.5], [12867.099999999999, 1176.6], [12874.8, 1175.5], [12882.3, 1174.3000000000002], [12885.900000000001, 1173.8000000000002], [12889.3, 1173.1999999999998], [12895.900000000001, 1172.1999999999998], [12899.599999999999, 1171.6], [12901.599999999999, 1171.3000000000002], [12903.8, 1171.0], [12905.099999999999, 1174.1999999999998], [12906.2, 1177.3000000000002], [12908.400000000001, 1183.1], [12912.0, 1191.6999999999998], [12915.8, 1200.5], [12916.2, 1201.6], [12919.900000000001, 1209.6], [12924.0, 1218.6999999999998], [12928.900000000001, 1229.4], [12933.900000000001, 1240.0], [12940.400000000001, 1253.1999999999998], [12947.2, 1266.4], [12953.3, 1277.8000000000002], [12958.400000000001, 1287.0], [12959.5, 1289.1], [12962.599999999999, 1294.6], [12965.599999999999, 1300.0], [12968.400000000001, 1305.1999999999998], [12971.2, 1310.1], [12968.599999999999, 1312.6], [12966.099999999999, 1315.1999999999998], [12963.900000000001, 1317.9], [12962.0, 1320.6999999999998], [12959.900000000001, 1324.1], [12957.900000000001, 1327.6], [12956.099999999999, 1331.6], [12954.599999999999, 1335.6999999999998], [12953.599999999999, 1339.0], [12952.8, 1342.3000000000002], [12951.599999999999, 1349.0], [12950.400000000001, 1357.5], [12949.5, 1366.0], [12949.0, 1374.8000000000002], [12948.599999999999, 1383.6], [12948.5, 1388.9], [12948.400000000001, 1393.9], [12948.400000000001, 1399.0], [12948.3, 1404.0], [12945.400000000001, 1404.1999999999998], [12942.400000000001, 1404.4], [12936.2, 1404.8000000000002], [12929.7, 1405.1999999999998], [12923.099999999999, 1405.5], [12915.099999999999, 1405.9], [12907.2, 1406.3000000000002], [12899.599999999999, 1406.6], [12891.900000000001, 1406.9], [12885.3, 1407.0], [12878.7, 1407.0], [12865.5, 1406.9], [12833.0, 1406.9], [12814.400000000001, 1406.5], [12795.7, 1405.6999999999998], [12779.599999999999, 1404.8000000000002], [12763.5, 1403.8000000000002], [12723.5, 1401.4], [12694.7, 1399.4], [12658.5, 1397.0], [12619.400000000001, 1394.1], [12603.5, 1392.9], [12587.5, 1391.6999999999998], [12564.400000000001, 1390.3000000000002], [12541.400000000001, 1389.5], [12526.5, 1389.3000000000002], [12511.3, 1389.1999999999998], [12500.0, 1389.1], [12477.7, 1389.1], [12472.400000000001, 1389.0], [12467.3, 1389.0], [12459.900000000001, 1430.6999999999998], [12209.8, 1430.6999999999998], [12210.0, 1374.0]]"
L0004,s000049,M0004,"[[1113.0, 1120.0], [1313.0, 1120.0], [1313.0, 1160.0], [1113.0, 1160.0], [1113.0, 1120.0]]"
L0004,s000050,M0004,"[[12194.0, 803.0], [12212.099999999999, 803.5999999999999], [12231.199999999997, 804.4000000000001], [12250.900000000001, 805.4000000000001], [12270.599999999999, 806.5999999999999], [12291.099999999999, 808.0], [12311.599999999999, 809.7], [12330.699999999997, 811.3], [12349.599999999999, 813.0999999999999], [12357.199999999997, 813.9000000000001], [12364.900000000001, 814.7], [12372.699999999997, 815.5999999999999], [12380.800000000003, 816.5999999999999], [12386.599999999999, 814.5], [12393.199999999997, 815.9000000000001], [12399.400000000001, 817.3], [12405.5, 818.5], [12411.5, 819.8], [12419.400000000001, 821.4000000000001], [12427.400000000001, 823.0], [12443.5, 826.0], [12449.599999999999, 826.9000000000001], [12455.699999999997, 827.7], [12460.099999999999, 828.0999999999999], [12464.599999999999, 828.4000000000001], [12473.5, 828.5999999999999], [12483.199999999997, 828.7], [12492.800000000003, 828.4000000000001], [12494.800000000003, 828.3], [12498.599999999999, 828.0], [12504.300000000003, 827.5], [12515.800000000003, 826.0999999999999], [12529.099999999999, 824.3], [12542.400000000001, 822.2], [12555.800000000003, 819.7], [12569.199999999997, 817.0999999999999], [12583.400000000001, 814.2], [12590.300000000003, 812.8], [12597.099999999999, 811.4000000000001], [12601.5, 810.5999999999999], [12605.900000000001, 809.7], [12610.599999999999, 808.9000000000001], [12615.599999999999, 807.9000000000001], [12616.900000000001, 812.2], [12618.300000000003, 816.5], [12619.800000000003, 820.0999999999999], [12621.5, 823.5999999999999], [12623.300000000003, 826.5999999999999], [12625.199999999997, 829.4000000000001], [12627.699999999997, 832.2], [12630.300000000003, 834.9000000000001], [12633.099999999999, 837.4000000000001], [12635.5, 838.9000000000001], [12638.199999999997, 840.0999999999999], [12642.900000000001, 841.8], [12647.599999999999, 843.0999999999999], [12653.099999999999, 844.2], [12658.699999999997, 844.9000000000001], [12665.900000000001, 845.3], [12673.199999999997, 845.2], [12679.599999999999, 844.9000000000001], [12686.0, 844.2], [12694.199999999997, 842.9000000000001], [12702.400000000001, 841.2], [12711.099999999999, 839.0], [12717.800000000003, 837.0], [12719.699999999997, 836.4000000000001], [12729.199999999997, 833.0999999999999], [12738.599999999999, 829.3], [12751.5, 823.8], [12764.199999999997, 818.0], [12771.699999999997, 814.5999999999999], [12779.5, 810.9000000000001], [12784.0, 808.5999999999999], [12788.599999999999, 806.3], [12793.199999999997, 803.9000000000001], [12797.699999999997, 801.5999999999999], [12802.0, 799.3], [12805.900000000001, 797.2], [12809.5, 795.3], [12811.099999999999, 794.4000000000001], [12812.5, 793.5999999999999], [12813.599999999999, 793.0999999999999], [12814.699999999997, 792.5], [12815.5, 792.0999999999999], [12816.400000000001, 791.5999999999999], [12817.400000000001, 791.0999999999999], [12818.599999999999, 790.4000000000001], [12820.5, 793.5999999999999], [12822.300000000003, 796.5], [12825.599999999999, 802.3], [12828.0, 806.5], [12830.300000000003, 810.8], [12834.800000000003, 819.7], [12835.199999999997, 820.5], [12840.199999999997, 830.7], [12845.5, 841.5999999999999], [12854.699999999997, 861.4000000000001], [12864.800000000003, 883.8000000000002], [12869.300000000003, 893.4000000000001], [12873.5, 902.4000000000001], [12873.900000000001, 903.1999999999998], [12877.0, 909.6999999999998], [12880.199999999997, 916.1999999999998], [12883.300000000003, 922.5], [12886.300000000003, 928.5999999999999], [12883.099999999999, 929.1999999999998], [12880.300000000003, 929.8000000000002], [12877.699999999997, 930.4000000000001], [12875.099999999999, 930.9000000000001], [12869.900000000001, 932.0], [12864.300000000003, 933.0999999999999], [12858.699999999997, 934.4000000000001], [12853.0, 935.8000000000002], [12850.599999999999, 936.4000000000001], [12848.300000000003, 937.1999999999998], [12846.099999999999, 938.3000000000002], [12844.099999999999, 939.5999999999999], [12842.099999999999, 941.3000000000002], [12840.400000000001, 943.1999999999998], [12839.5, 944.5999999999999], [12838.800000000003, 946.0], [12837.599999999999, 949.0999999999999], [12837.099999999999, 951.0], [12836.800000000003, 952.3000000000002], [12836.099999999999, 955.6999999999998], [12834.300000000003, 966.4000000000001], [12833.400000000001, 971.6999999999998], [12832.5, 977.0], [12831.699999999997, 982.0], [12830.900000000001, 986.9000000000001], [12830.199999999997, 991.4000000000001], [12829.599999999999, 995.5], [12827.300000000003, 1037.1999999999998], [12820.199999999997, 1038.1], [12812.800000000003, 1039.1], [12805.099999999999, 1040.1], [12797.099999999999, 1041.1], [12788.800000000003, 1042.1], [12780.300000000003, 1043.1999999999998], [12771.699999999997, 1044.3000000000002], [12762.900000000001, 1045.4], [12744.900000000001, 1047.6], [12726.699999999997, 1049.8000000000002], [12708.5, 1051.9], [12690.699999999997, 1053.9], [12677.5, 1055.4], [12664.5, 1056.6999999999998], [12638.800000000003, 1059.1], [12620.099999999999, 1060.6], [12600.5, 1061.8000000000002], [12582.599999999999, 1062.5], [12564.5, 1062.8000000000002], [12542.599999999999, 1062.8000000000002], [12531.699999999997, 1062.5], [12520.900000000001, 1062.1], [12512.099999999999, 1061.6], [12503.199999999997, 1061.0], [12494.199999999997, 1060.4], [12484.800000000003, 1059.6999999999998], [12484.5, 1055.4], [12455.699999999997, 1055.1], [12426.900000000001, 1054.5], [12412.300000000003, 1054.0], [12397.699999999997, 1053.4], [12383.199999999997, 1052.5], [12368.599999999999, 1051.4], [12355.0, 1050.1999999999998], [12341.300000000003, 1048.9], [12326.099999999999, 1047.4], [12318.400000000001, 1046.6], [12310.800000000003, 1045.6], [12302.699999999997, 1044.3000000000002], [12294.599999999999, 1042.9], [12278.400000000001, 1039.8000000000002], [12260.300000000003, 1036.1], [12251.300000000003, 1034.0], [12242.400000000001, 1031.9], [12234.599999999999, 1029.8000000000002], [12227.0, 1027.6999999999998], [12211.699999999997, 1023.0999999999999], [12201.0, 1019.5999999999999], [12190.5, 1016.0], [12181.800000000003, 1012.6999999999998], [12173.199999999997, 1009.0999999999999], [12165.300000000003, 1005.6999999999998], [12161.5, 1003.8000000000002], [12157.800000000003, 1001.5999999999999], [12152.900000000001, 998.4000000000001], [12148.099999999999, 994.9000000000001], [12145.0, 992.5999999999999], [12142.199999999997, 990.0999999999999], [12140.599999999999, 988.1999999999998], [12139.099999999999, 986.3000000000002], [12136.5, 982.0999999999999], [12134.199999999997, 977.8000000000002], [12132.300000000003, 973.4000000000001], [12131.199999999997, 970.4000000000001], [12130.300000000003, 967.4000000000001], [12128.699999999997, 961.1999999999998], [12127.599999999999, 956.5], [12127.199999999997, 954.1999999999998], [12126.800000000003, 952.0], [12126.599999999999, 949.8000000000002], [12126.5, 948.5], [12126.5, 947.0999999999999], [12098.400000000001, 946.4000000000001], [12113.599999999999, 800.3], [12124.199999999997, 800.5999999999999], [12135.199999999997, 801.0], [12146.300000000003, 801.4000000000001], [12157.400000000001, 801.7], [12173.099999999999, 802.2], [12193.0, 803.0], [12194.0, 803.0]]"
L0004,s000051,M0004,"[[1697.0, 9.0], [1697.0999999999985, 11.0], [1697.199999999997, 12.800000000000182], [1697.199999999997, 14.400000000000091], [1697.300000000003, 15.800000000000182], [1697.300000000003, 18.300000000000182], [1697.4000000000015, 20.59999999999991], [1697.5999999999985, 24.90000000000009], [1697.800000000003, 29.59999999999991], [1698.0, 34.59999999999991], [1698.300000000003, 39.69999999999982], [1698.5, 44.90000000000009], [1698.800000000003, 49.90000000000009], [1699.0, 54.69999999999982], [1699.199999999997, 59.0], [1474.0999999999985, 59.19999999999982], [1473.0, 58.19999999999982], [1472.0, 57.30000000000018], [1470.0999999999985, 55.69999999999982], [1468.199999999997, 54.0], [1466.0999999999985, 52.40000000000009], [1464.0999999999985, 50.69999999999982], [1462.300000000003, 49.19999999999982], [1466.300000000003, 45.90000000000009], [1470.0999999999985, 42.80000000000018], [1475.0, 38.5], [1477.300000000003, 36.30000000000018], [1479.5, 33.80000000000018], [1481.0999999999985, 31.800000000000182], [1482.5, 29.699999999999818], [1485.300000000003, 25.300000000000182], [1488.800000000003, 19.199999999999818], [1490.5, 16.199999999999818], [1492.0999999999985, 13.400000000000091], [1493.5999999999985, 13.0], [1495.199999999997, 12.599999999999909], [1498.5999999999985, 11.800000000000182], [1502.199999999997, 10.900000000000091], [1505.800000000003, 10.0], [1509.199999999997, 9.199999999999818], [1510.800000000003, 8.800000000000182], [1512.199999999997, 8.400000000000091], [1513.4000000000015, 8.099999999999909], [1514.5, 7.900000000000091], [1515.4000000000015, 7.599999999999909], [1516.199999999997, 7.5], [1517.5, 7.199999999999818], [1517.5999999999985, 9.199999999999818], [1697.0, 9.0]]"
