下料批次号,零件号,面料号,零件外轮廓线坐标
L0005,s000011,M0005,"[[1204, 72], [1207, 99], [1210, 113], [1212, 125], [1212, 127], [1214, 133], [1214, 137], [1215, 145], [1215, 148], [1219, 182], [1224, 218], [1229, 253], [1232, 271], [1235, 287], [1235, 289], [1240, 307], [1245, 327], [1245, 331], [1242, 335], [1239, 336], [1054, 367], [1002, 379], [1001, 379], [988, 384], [981, 387], [979, 388], [973, 390], [972, 391], [970, 392], [966, 396], [964, 397], [964, 398], [955, 407], [955, 408], [953, 410], [953, 411], [951, 413], [951, 414], [950, 415], [949, 417], [949, 418], [948, 420], [948, 422], [947, 424], [947, 427], [946, 429], [946, 431], [945, 433], [945, 439], [944, 443], [944, 446], [943, 448], [943, 498], [944, 500], [944, 509], [943, 513], [940, 515], [935, 516], [927, 513], [919, 509], [901, 501], [893, 498], [891, 497], [873, 489], [870, 488], [866, 487], [862, 485], [859, 484], [857, 483], [854, 481], [844, 477], [835, 473], [832, 472], [825, 470], [816, 466], [809, 464], [807, 463], [786, 456], [779, 453], [776, 452], [764, 449], [762, 449], [750, 445], [749, 445], [733, 441], [702, 433], [694, 431], [691, 431], [686, 430], [684, 429], [681, 429], [677, 428], [674, 427], [664, 424], [658, 421], [655, 419], [654, 418], [651, 416], [645, 413], [643, 411], [641, 410], [639, 408], [636, 407], [635, 406], [632, 405], [631, 405], [628, 404], [627, 404], [620, 403], [617, 403], [514, 398], [328, 390], [239, 386], [194, 384], [151, 382], [7, 382], [3, 381], [1, 378], [0, 375], [0, 118], [1, 114], [4, 112], [7, 111], [78, 112], [151, 112], [191, 111], [268, 107], [358, 104], [371, 103], [386, 102], [403, 102], [433, 100], [449, 100], [461, 99], [519, 97], [568, 94], [593, 92], [616, 89], [618, 89], [636, 86], [655, 83], [693, 76], [723, 70], [752, 64], [832, 46], [899, 31], [900, 31], [902, 30], [949, 20], [980, 14], [987, 12], [991, 11], [995, 11], [997, 10], [1000, 10], [1004, 9], [1009, 8], [1012, 8], [1017, 7], [1023, 7], [1030, 6], [1037, 6], [1044, 5], [1051, 5], [1058, 4], [1073, 4], [1084, 3], [1096, 3], [1108, 2], [1120, 2], [1132, 1], [1144, 1], [1155, 0], [1189, 0], [1193, 1], [1196, 6], [1197, 14], [1197, 17]]"
L0005,s000012,M0005,"[[10613, 1], [10659, 21], [10662, 23], [10663, 27], [10662, 31], [10659, 33], [10612, 54], [10609, 55], [10001, 55], [9997, 54], [9995, 51], [9994, 48], [9994, 7], [9995, 3], [9998, 1], [10001, 0], [10610, 0]]"
L0005,s000013,M0005,"[[5383, 1531], [5429, 1551], [5432, 1553], [5433, 1557], [5432, 1561], [5429, 1563], [5382, 1584], [5379, 1585], [4771, 1585], [4767, 1584], [4765, 1581], [4764, 1578], [4764, 1537], [4765, 1533], [4768, 1531], [4771, 1530], [5380, 1530]]"
L0005,s000014,M0005,"[[5078, 163], [5079, 183], [5078, 211], [5078, 230], [5077, 234], [5072, 237], [4960, 250], [4937, 251], [4934, 251], [4928, 252], [4921, 253], [4919, 253], [4913, 255], [4909, 257], [4906, 259], [4905, 259], [4905, 260], [4904, 261], [4902, 262], [4899, 265], [4899, 266], [4897, 268], [4896, 271], [4891, 278], [4889, 285], [4886, 289], [4881, 290], [4835, 285], [4762, 277], [4699, 271], [4646, 266], [4598, 262], [4552, 259], [4550, 259], [4504, 256], [4436, 253], [4384, 251], [4327, 249], [4272, 248], [4216, 247], [4129, 245], [3945, 245], [3941, 244], [3939, 241], [3938, 238], [3938, 49], [3939, 45], [3942, 43], [3945, 42], [4071, 42], [4107, 41], [4185, 38], [4252, 35], [4321, 33], [4408, 30], [4480, 26], [4551, 23], [4553, 23], [4615, 20], [4665, 17], [4712, 14], [4764, 9], [4847, 2], [4850, 2], [4893, 0], [4955, 0], [4977, 2], [4998, 5], [4999, 5], [5005, 6], [5019, 8], [5026, 10], [5033, 11], [5039, 12], [5082, 21], [5086, 23], [5088, 26], [5088, 29], [5087, 39], [5085, 52], [5084, 69], [5083, 70], [5084, 72], [5082, 95], [5080, 123], [5079, 143], [5079, 145]]"
L0005,s000015,M0005,"[[16499, 465], [16501, 468], [16509, 492], [16509, 496], [16507, 499], [16504, 501], [16222, 591], [16218, 591], [16215, 589], [16213, 586], [16206, 563], [16206, 559], [16211, 554], [16492, 463], [16496, 463]]"
L0005,s000016,M0005,"[[5063, 262], [5065, 265], [5066, 269], [5060, 324], [5058, 327], [5053, 330], [4965, 330], [4927, 332], [4915, 333], [4914, 333], [4897, 337], [4893, 337], [4888, 333], [4876, 302], [4876, 297], [4879, 293], [4894, 283], [4909, 275], [4911, 274], [4913, 274], [4913, 273], [4916, 271], [4919, 270], [4920, 270], [4921, 269], [4924, 268], [4926, 267], [4930, 267], [4936, 265], [4938, 265], [4939, 264], [4942, 263], [4948, 263], [4950, 262], [4973, 262], [4980, 261], [5059, 261]]"
L0005,s000017,M0005,"[[14945, 1], [14947, 4], [14948, 7], [14948, 71], [14947, 75], [14944, 77], [14941, 78], [14204, 78], [14200, 77], [14198, 74], [14197, 71], [14197, 7], [14198, 3], [14201, 1], [14204, 0], [14941, 0]]"
L0005,s000018,M0005,"[[797, 1], [799, 4], [800, 7], [800, 46], [799, 50], [796, 52], [793, 53], [604, 53], [600, 52], [598, 49], [597, 46], [597, 7], [598, 3], [601, 1], [604, 0], [793, 0]]"
L0005,s000019,M0005,"[[4595, 265], [4598, 267], [4601, 270], [4601, 273], [4600, 282], [4600, 288], [4593, 369], [4590, 400], [4588, 430], [4588, 433], [4587, 466], [4584, 528], [4584, 540], [4583, 544], [4580, 546], [4577, 547], [4516, 551], [4454, 556], [4431, 558], [4418, 560], [4407, 562], [4405, 563], [4400, 564], [4397, 565], [4395, 566], [4392, 567], [4386, 570], [4384, 570], [4383, 571], [4382, 571], [4382, 572], [4379, 574], [4378, 575], [4375, 577], [4373, 578], [4372, 580], [4367, 585], [4364, 591], [4360, 600], [4357, 603], [4353, 604], [4307, 598], [4257, 592], [4218, 588], [4178, 583], [4122, 578], [4065, 575], [4024, 573], [4022, 572], [3939, 569], [3860, 566], [3779, 563], [3655, 557], [3605, 555], [3556, 552], [3484, 552], [3413, 551], [3409, 550], [3407, 547], [3406, 544], [3406, 320], [3407, 316], [3410, 314], [3413, 313], [3484, 312], [3553, 311], [3556, 311], [3607, 309], [3670, 308], [3790, 302], [3916, 296], [3970, 294], [4022, 291], [4025, 290], [4067, 287], [4149, 279], [4242, 271], [4291, 266], [4319, 263], [4321, 263], [4398, 257], [4400, 258], [4402, 257], [4455, 255], [4470, 255], [4515, 258], [4546, 260], [4547, 260], [4564, 262], [4567, 262]]"
L0005,s000020,M0005,"[[13169, 702], [13170, 704], [13171, 708], [13175, 714], [13177, 719], [13187, 729], [13194, 734], [13200, 737], [13206, 739], [13208, 739], [13215, 741], [13223, 742], [13238, 742], [13241, 743], [13244, 742], [13252, 742], [13263, 741], [13284, 739], [13286, 739], [13305, 737], [13325, 734], [13358, 729], [13361, 728], [13414, 720], [13418, 721], [13422, 725], [13438, 785], [13438, 789], [13435, 793], [13431, 794], [13410, 795], [13393, 797], [13372, 854], [13364, 889], [13361, 893], [13357, 894], [13222, 894], [13156, 893], [13098, 892], [13065, 891], [13032, 889], [12994, 887], [12990, 886], [12988, 883], [12952, 879], [12929, 876], [12905, 873], [12904, 873], [12898, 872], [12893, 872], [12883, 870], [12879, 870], [12876, 869], [12872, 869], [12867, 868], [12861, 867], [12856, 866], [12853, 866], [12850, 865], [12830, 861], [12827, 861], [12824, 860], [12814, 858], [12810, 856], [12809, 856], [12799, 854], [12796, 853], [12793, 853], [12787, 851], [12782, 850], [12778, 849], [12776, 848], [12773, 847], [12771, 846], [12768, 845], [12763, 844], [12761, 843], [12751, 839], [12749, 839], [12746, 838], [12741, 836], [12737, 834], [12736, 834], [12732, 833], [12730, 832], [12725, 830], [12717, 826], [12716, 825], [12710, 822], [12709, 821], [12704, 819], [12703, 818], [12697, 815], [12696, 814], [12692, 812], [12690, 810], [12688, 809], [12687, 808], [12683, 806], [12680, 803], [12678, 802], [12669, 793], [12668, 793], [12666, 790], [12665, 789], [12665, 788], [12663, 786], [12661, 783], [12660, 780], [12655, 770], [12655, 769], [12654, 767], [12654, 765], [12653, 763], [12653, 761], [12652, 758], [12652, 742], [12653, 738], [12653, 732], [12655, 722], [12657, 719], [12663, 717], [12689, 720], [12690, 721], [12692, 720], [12705, 722], [12707, 723], [12708, 723], [12787, 736], [12843, 744], [12898, 752], [12900, 753], [12901, 753], [12925, 755], [12938, 757], [12957, 758], [12967, 758], [12970, 757], [12981, 757], [12984, 756], [12987, 756], [12994, 754], [13000, 753], [13001, 753], [13003, 752], [13008, 751], [13014, 748], [13017, 747], [13023, 744], [13024, 743], [13028, 741], [13033, 736], [13033, 735], [13036, 733], [13036, 732], [13039, 729], [13047, 715], [13047, 714], [13050, 706], [13059, 679], [13061, 670], [13063, 662], [13064, 661], [13064, 660], [13067, 644], [13069, 640], [13073, 638], [13117, 632], [13160, 627], [13164, 628], [13167, 630], [13168, 634], [13167, 653], [13166, 656], [13166, 683], [13169, 698]]"
L0005,s000021,M0005,"[[8096, 1], [8098, 4], [8099, 7], [8099, 89], [8098, 93], [8095, 95], [8092, 96], [7915, 96], [7911, 95], [7909, 92], [7908, 89], [7908, 7], [7909, 3], [7912, 1], [7915, 0], [8092, 0]]"
L0005,s000022,M0005,"[[10512, 1209], [10549, 1205], [10598, 1200], [10603, 1199], [10612, 1199], [10619, 1198], [10626, 1198], [10634, 1197], [10641, 1196], [10647, 1196], [10666, 1195], [10684, 1195], [10720, 1194], [10774, 1194], [10798, 1196], [10806, 1196], [10817, 1197], [10828, 1197], [10861, 1200], [10870, 1200], [10874, 1201], [10876, 1204], [10877, 1207], [10877, 1214], [10883, 1219], [10892, 1227], [10894, 1229], [10895, 1231], [10897, 1232], [10899, 1234], [10900, 1236], [10903, 1239], [10904, 1241], [10910, 1247], [10912, 1250], [10912, 1251], [10914, 1253], [10914, 1254], [10915, 1255], [10916, 1257], [10918, 1259], [10919, 1262], [10921, 1264], [10922, 1267], [10923, 1268], [10924, 1271], [10925, 1272], [10927, 1277], [10927, 1279], [10930, 1284], [10930, 1285], [10932, 1290], [10932, 1292], [10933, 1294], [10935, 1300], [10935, 1319], [10934, 1321], [10934, 1325], [10933, 1328], [10932, 1330], [10932, 1331], [10931, 1333], [10931, 1334], [10930, 1338], [10928, 1341], [10927, 1345], [10926, 1346], [10925, 1348], [10924, 1349], [10922, 1353], [10920, 1355], [10920, 1356], [10918, 1358], [10917, 1360], [10915, 1362], [10914, 1364], [10909, 1369], [10906, 1371], [10904, 1373], [10904, 1374], [10901, 1376], [10897, 1380], [10895, 1381], [10892, 1384], [10889, 1385], [10886, 1388], [10883, 1390], [10881, 1391], [10880, 1392], [10876, 1394], [10865, 1400], [10856, 1404], [10852, 1407], [10831, 1415], [10808, 1424], [10776, 1436], [10758, 1441], [10757, 1441], [10753, 1443], [10750, 1444], [10749, 1445], [10743, 1448], [10742, 1449], [10740, 1450], [10734, 1456], [10734, 1457], [10733, 1458], [10731, 1462], [10731, 1463], [10729, 1468], [10728, 1469], [10728, 1470], [10727, 1474], [10724, 1476], [10720, 1477], [10671, 1470], [10647, 1467], [10624, 1465], [10621, 1465], [10594, 1463], [10565, 1461], [10534, 1459], [10503, 1458], [10440, 1458], [10401, 1459], [10397, 1460], [10372, 1461], [10345, 1462], [10307, 1466], [10305, 1466], [10258, 1474], [10254, 1473], [10251, 1471], [10250, 1468], [10214, 1229], [10215, 1225], [10217, 1222], [10220, 1221], [10268, 1212], [10269, 1212], [10271, 1211], [10384, 1191], [10387, 1191], [10393, 1190], [10397, 1191], [10400, 1194], [10415, 1225], [10493, 1212], [10496, 1212]]"
L0005,s000023,M0005,"[[13605, 1], [13651, 21], [13654, 23], [13655, 27], [13654, 31], [13651, 33], [13604, 54], [13601, 55], [12993, 55], [12989, 54], [12987, 51], [12986, 48], [12986, 7], [12987, 3], [12990, 1], [12993, 0], [13602, 0]]"
L0005,s000024,M0005,"[[5906, 1308], [5903, 1351], [5903, 1354], [5901, 1372], [5900, 1399], [5900, 1487], [5901, 1508], [5901, 1519], [5900, 1523], [5897, 1525], [5895, 1526], [5772, 1536], [5761, 1537], [5748, 1539], [5745, 1540], [5738, 1542], [5729, 1546], [5727, 1548], [5726, 1548], [5726, 1549], [5725, 1550], [5724, 1550], [5724, 1551], [5721, 1554], [5720, 1556], [5719, 1557], [5709, 1572], [5706, 1575], [5702, 1576], [5656, 1568], [5586, 1555], [5539, 1548], [5481, 1540], [5430, 1535], [5380, 1530], [5378, 1530], [5319, 1526], [5258, 1521], [5194, 1517], [5130, 1514], [5062, 1510], [5029, 1509], [4995, 1508], [4767, 1508], [4763, 1507], [4761, 1504], [4760, 1501], [4760, 1308], [4761, 1304], [4764, 1302], [4767, 1301], [4868, 1300], [4918, 1300], [4967, 1299], [4983, 1299], [5067, 1294], [5151, 1290], [5233, 1286], [5306, 1282], [5343, 1280], [5379, 1278], [5381, 1278], [5417, 1275], [5454, 1272], [5529, 1266], [5611, 1258], [5622, 1257], [5642, 1255], [5650, 1254], [5653, 1254], [5672, 1252], [5675, 1251], [5685, 1251], [5695, 1250], [5703, 1249], [5728, 1248], [5729, 1248], [5771, 1257], [5797, 1262], [5804, 1263], [5816, 1265], [5821, 1266], [5825, 1266], [5832, 1267], [5833, 1267], [5857, 1271], [5867, 1272], [5869, 1272], [5893, 1276], [5903, 1277], [5907, 1279], [5909, 1282], [5909, 1285], [5908, 1293], [5908, 1296]]"
L0005,s000025,M0005,"[[15390, 1304], [15422, 1310], [15432, 1312], [15436, 1314], [15438, 1319], [15438, 1366], [15415, 1489], [15413, 1493], [15409, 1495], [15399, 1497], [15346, 1497], [15342, 1496], [15320, 1480], [15285, 1480], [15281, 1479], [15278, 1475], [15276, 1466], [15276, 1418], [15297, 1309], [15299, 1305], [15303, 1303], [15327, 1301], [15382, 1301]]"
L0005,s000026,M0005,"[[13343, 1223], [13346, 1224], [13349, 1228], [13349, 1230], [13341, 1402], [13340, 1406], [13336, 1409], [13241, 1409], [13236, 1407], [13220, 1391], [13218, 1386], [13228, 1222], [13229, 1218], [13233, 1215], [13236, 1215]]"
L0005,s000027,M0005,"[[14336, 1230], [14351, 1230], [14355, 1231], [14357, 1234], [14358, 1237], [14358, 1343], [14356, 1348], [14332, 1371], [14327, 1373], [14318, 1373], [14313, 1371], [14286, 1347], [14284, 1342], [14284, 1237], [14285, 1233], [14288, 1231], [14291, 1230], [14306, 1230], [14319, 1229], [14323, 1229]]"
L0005,s000028,M0005,"[[12214, 710], [12215, 714], [12215, 723], [12216, 725], [12216, 727], [12217, 730], [12218, 732], [12219, 735], [12219, 736], [12220, 737], [12220, 738], [12221, 739], [12222, 741], [12223, 742], [12223, 743], [12224, 744], [12225, 744], [12226, 745], [12227, 747], [12228, 747], [12229, 749], [12230, 749], [12231, 751], [12232, 751], [12235, 752], [12236, 754], [12241, 756], [12242, 757], [12243, 757], [12246, 758], [12250, 760], [12252, 760], [12255, 761], [12256, 761], [12259, 762], [12263, 762], [12273, 764], [12281, 765], [12283, 766], [12306, 766], [12330, 767], [12364, 765], [12366, 765], [12400, 762], [12436, 759], [12507, 751], [12511, 752], [12514, 755], [12515, 757], [12525, 815], [12524, 819], [12522, 822], [12518, 823], [12468, 826], [12444, 892], [12437, 924], [12435, 928], [12430, 930], [12270, 930], [12262, 929], [12241, 929], [12236, 928], [12222, 928], [12212, 927], [12204, 927], [12148, 923], [12101, 917], [12068, 913], [12064, 912], [12062, 910], [12004, 901], [11936, 891], [11934, 890], [11922, 888], [11917, 887], [11911, 886], [11906, 885], [11902, 885], [11899, 884], [11895, 883], [11889, 882], [11884, 881], [11878, 880], [11873, 879], [11867, 878], [11865, 878], [11861, 877], [11855, 876], [11850, 874], [11844, 873], [11839, 872], [11833, 871], [11828, 869], [11822, 868], [11818, 867], [11816, 866], [11813, 865], [11807, 864], [11803, 863], [11801, 862], [11796, 861], [11794, 860], [11781, 855], [11778, 854], [11770, 851], [11764, 850], [11761, 849], [11756, 846], [11754, 845], [11753, 845], [11750, 844], [11744, 841], [11741, 839], [11735, 837], [11727, 833], [11724, 832], [11723, 830], [11715, 826], [11712, 824], [11710, 823], [11709, 822], [11708, 822], [11706, 819], [11702, 817], [11692, 807], [11690, 804], [11688, 802], [11685, 796], [11683, 794], [11681, 790], [11680, 787], [11678, 783], [11677, 780], [11676, 778], [11676, 777], [11675, 775], [11674, 772], [11674, 766], [11673, 764], [11673, 750], [11674, 747], [11674, 738], [11675, 735], [11677, 725], [11677, 724], [11679, 714], [11680, 708], [11681, 704], [11683, 700], [11687, 698], [11689, 698], [11724, 705], [11725, 706], [11727, 705], [11825, 725], [11875, 735], [11924, 744], [11926, 745], [11927, 745], [11968, 751], [12010, 757], [12026, 758], [12042, 758], [12045, 757], [12049, 757], [12051, 756], [12052, 756], [12054, 755], [12057, 753], [12060, 752], [12062, 751], [12065, 751], [12067, 749], [12072, 746], [12072, 745], [12074, 742], [12078, 738], [12080, 734], [12082, 732], [12083, 730], [12084, 729], [12084, 728], [12085, 727], [12086, 725], [12086, 724], [12088, 720], [12089, 719], [12090, 717], [12090, 716], [12092, 712], [12094, 707], [12095, 704], [12097, 701], [12097, 699], [12098, 697], [12100, 692], [12102, 688], [12103, 685], [12104, 680], [12105, 678], [12107, 673], [12108, 670], [12117, 641], [12122, 624], [12124, 621], [12128, 620], [12220, 617], [12224, 618], [12226, 621], [12227, 625], [12220, 664], [12217, 684], [12215, 702], [12215, 705]]"
L0005,s000029,M0005,"[[11722, 1144], [11728, 1150], [11730, 1155], [11721, 1321], [11720, 1325], [11716, 1328], [11608, 1328], [11596, 1327], [11536, 1327], [11531, 1326], [11518, 1326], [11509, 1325], [11500, 1325], [11494, 1324], [11492, 1324], [11464, 1322], [11463, 1322], [11450, 1321], [11436, 1320], [11429, 1320], [11422, 1319], [11421, 1319], [11415, 1318], [11410, 1318], [11404, 1317], [11396, 1317], [11393, 1316], [11386, 1316], [11372, 1314], [11360, 1313], [11325, 1308], [11317, 1307], [11316, 1307], [11291, 1302], [11287, 1302], [11267, 1298], [11259, 1296], [11255, 1294], [11254, 1292], [11219, 1286], [11168, 1277], [11157, 1275], [11117, 1268], [10964, 1241], [10923, 1234], [10919, 1232], [10917, 1229], [10917, 1226], [10946, 1065], [10948, 1061], [10951, 1059], [10954, 1059], [10984, 1064], [10986, 1065], [10987, 1065], [10997, 1066], [10999, 1067], [11000, 1067], [11068, 1078], [11148, 1092], [11149, 1093], [11151, 1092], [11268, 1110], [11326, 1119], [11327, 1120], [11329, 1119], [11361, 1124], [11393, 1128], [11394, 1129], [11396, 1128], [11422, 1131], [11449, 1134], [11509, 1138], [11573, 1142], [11717, 1142]]"
L0005,s000030,M0005,"[[16329, 825], [16333, 826], [16335, 829], [16336, 832], [16336, 895], [16335, 899], [16332, 901], [16329, 902], [15622, 902], [15618, 901], [15616, 898], [15615, 895], [15615, 831], [15616, 827], [15619, 825], [15622, 824]]"
L0005,s000031,M0005,"[[9353, 756], [9357, 752], [9359, 751], [9359, 750], [9360, 749], [9362, 748], [9363, 747], [9366, 745], [9367, 745], [9367, 744], [9368, 743], [9371, 742], [9372, 741], [9377, 739], [9380, 737], [9383, 736], [9384, 736], [9386, 735], [9388, 735], [9391, 734], [9393, 734], [9408, 733], [9550, 734], [9554, 735], [9556, 738], [9557, 741], [9555, 795], [9554, 799], [9550, 802], [9383, 802], [9377, 803], [9374, 803], [9372, 804], [9358, 808], [9354, 808], [9350, 804], [9338, 782], [9337, 778], [9339, 775], [9347, 765], [9348, 764], [9349, 761], [9354, 756]]"
